county,precinct,office,district,candidate,party,Absentee,votes
Ulster,Marbletown 3,Governor,,Rob Astorino,CON,3,29
Ulster,Marbletown 4,Governor,,Rob Astorino,CON,0,14
Ulster,Marbletown 5,Governor,,Rob Astorino,CON,1,24
Ulster,Marbletown 6,Governor,,Rob Astorino,CON,0,23
Ulster,Marbletown 7,Governor,,Rob Astorino,CON,1,32
Ulster,Marlborough 1,Governor,,Rob Astorino,CON,2,31
Ulster,Marlborough 2,Governor,,Rob Astorino,CON,0,19
Ulster,Marlborough 3,Governor,,Rob Astorino,CON,1,37
Ulster,Marlborough 4,Governor,,Rob Astorino,CON,3,56
Ulster,Marlborough 5,Governor,,Rob Astorino,CON,2,33
Ulster,Marlborough 6,Governor,,Rob Astorino,CON,2,26
Ulster,New Paltz 1,Governor,,Rob Astorino,CON,1,11
Ulster,New Paltz 2,Governor,,Rob Astorino,CON,1,11
Ulster,New Paltz 3,Governor,,Rob Astorino,CON,5,17
Ulster,New Paltz 4,Governor,,Rob Astorino,CON,1,7
Ulster,New Paltz 5,Governor,,Rob Astorino,CON,1,12
Ulster,New Paltz 6,Governor,,Rob Astorino,CON,2,20
Ulster,New Paltz 7,Governor,,Rob Astorino,CON,1,22
Ulster,New Paltz 8,Governor,,Rob Astorino,CON,2,6
Ulster,New Paltz 9,Governor,,Rob Astorino,CON,0,0
Ulster,New Paltz 10,Governor,,Rob Astorino,CON,1,24
Ulster,Olive 1,Governor,,Rob Astorino,CON,1,37
Ulster,Olive 2,Governor,,Rob Astorino,CON,2,38
Ulster,Olive 3,Governor,,Rob Astorino,CON,1,27
Ulster,Olive 4,Governor,,Rob Astorino,CON,1,47
Ulster,Olive 5,Governor,,Rob Astorino,CON,2,20
Ulster,Plattekill 1,Governor,,Rob Astorino,CON,0,45
Ulster,Plattekill 2,Governor,,Rob Astorino,CON,3,49
Ulster,Plattekill 3,Governor,,Rob Astorino,CON,1,38
Ulster,Plattekill 4,Governor,,Rob Astorino,CON,4,56
Ulster,Plattekill 5,Governor,,Rob Astorino,CON,1,24
Ulster,Plattekill 6,Governor,,Rob Astorino,CON,2,43
Ulster,Rochester 1,Governor,,Rob Astorino,CON,3,44
Ulster,Rochester 2,Governor,,Rob Astorino,CON,3,44
Ulster,Rochester 3,Governor,,Rob Astorino,CON,0,58
Ulster,Rochester 4,Governor,,Rob Astorino,CON,0,18
Ulster,Rochester 5,Governor,,Rob Astorino,CON,1,34
Ulster,Rosendale 1,Governor,,Rob Astorino,CON,1,21
Ulster,Rosendale 2,Governor,,Rob Astorino,CON,0,19
Ulster,Rosendale 3,Governor,,Rob Astorino,CON,4,33
Ulster,Rosendale 4,Governor,,Rob Astorino,CON,2,32
Ulster,Rosendale 5,Governor,,Rob Astorino,CON,5,34
Ulster,Saugerties 1,Governor,,Rob Astorino,CON,0,22
Ulster,Saugerties 2,Governor,,Rob Astorino,CON,1,21
Ulster,Saugerties 3,Governor,,Rob Astorino,CON,1,8
Ulster,Saugerties 4,Governor,,Rob Astorino,CON,3,31
Ulster,Saugerties 5,Governor,,Rob Astorino,CON,3,50
Ulster,Saugerties 6,Governor,,Rob Astorino,CON,0,60
Ulster,Saugerties 7,Governor,,Rob Astorino,CON,1,18
Ulster,Saugerties 8,Governor,,Rob Astorino,CON,2,33
Ulster,Saugerties 9,Governor,,Rob Astorino,CON,4,32
Ulster,Saugerties 10,Governor,,Rob Astorino,CON,3,35
Ulster,Saugerties 11,Governor,,Rob Astorino,CON,5,45
Ulster,Saugerties 12,Governor,,Rob Astorino,CON,3,49
Ulster,Saugerties 13,Governor,,Rob Astorino,CON,5,53
Ulster,Saugerties 14,Governor,,Rob Astorino,CON,0,7
Ulster,Saugerties 15,Governor,,Rob Astorino,CON,1,45
Ulster,Saugerties 16,Governor,,Rob Astorino,CON,0,62
Ulster,Shandaken 1,Governor,,Rob Astorino,CON,2,21
Ulster,Shandaken 2,Governor,,Rob Astorino,CON,1,12
Ulster,Shandaken 3,Governor,,Rob Astorino,CON,0,17
Ulster,Shandaken 4,Governor,,Rob Astorino,CON,2,18
Ulster,Shawangunk 1,Governor,,Rob Astorino,CON,0,27
Ulster,Shawangunk 2,Governor,,Rob Astorino,CON,1,48
Ulster,Shawangunk 3,Governor,,Rob Astorino,CON,3,58
Ulster,Shawangunk 4,Governor,,Rob Astorino,CON,0,29
Ulster,Shawangunk 5,Governor,,Rob Astorino,CON,1,38
Ulster,Shawangunk 6,Governor,,Rob Astorino,CON,2,45
Ulster,Shawangunk 7,Governor,,Rob Astorino,CON,1,44
Ulster,Ulster 1,Governor,,Rob Astorino,CON,3,31
Ulster,Ulster 2,Governor,,Rob Astorino,CON,2,43
Ulster,Ulster 3,Governor,,Rob Astorino,CON,2,7
Ulster,Ulster 4,Governor,,Rob Astorino,CON,0,12
Ulster,Ulster 5,Governor,,Rob Astorino,CON,1,5
Ulster,Ulster 6,Governor,,Rob Astorino,CON,1,5
Ulster,Ulster 7,Governor,,Rob Astorino,CON,0,29
Ulster,Ulster 8,Governor,,Rob Astorino,CON,1,11
Ulster,Ulster 9,Governor,,Rob Astorino,CON,7,30
Ulster,Ulster 10,Governor,,Rob Astorino,CON,3,42
Ulster,Ulster 11,Governor,,Rob Astorino,CON,0,18
Ulster,Ulster 12,Governor,,Rob Astorino,CON,1,47
Ulster,Ulster 13,Governor,,Rob Astorino,CON,0,34
Ulster,Ulster 14,Governor,,Rob Astorino,CON,1,37
Ulster,Wawarsing 1,Governor,,Rob Astorino,CON,1,5
Ulster,Wawarsing 2,Governor,,Rob Astorino,CON,0,18
Ulster,Wawarsing 3,Governor,,Rob Astorino,CON,1,17
Ulster,Wawarsing 4,Governor,,Rob Astorino,CON,0,16
Ulster,Wawarsing 5,Governor,,Rob Astorino,CON,4,14
Ulster,Wawarsing 6,Governor,,Rob Astorino,CON,2,13
Ulster,Wawarsing 7,Governor,,Rob Astorino,CON,6,27
Ulster,Wawarsing 8,Governor,,Rob Astorino,CON,2,23
Ulster,Wawarsing 9,Governor,,Rob Astorino,CON,1,12
Ulster,Wawarsing 10,Governor,,Rob Astorino,CON,3,16
Ulster,Wawarsing 11,Governor,,Rob Astorino,CON,0,4
Ulster,Wawarsing 12,Governor,,Rob Astorino,CON,1,18
Ulster,Woodstock 1,Governor,,Rob Astorino,CON,0,3
Ulster,Woodstock 2,Governor,,Rob Astorino,CON,0,8
Ulster,Woodstock 3,Governor,,Rob Astorino,CON,3,11
Ulster,Woodstock 4,Governor,,Rob Astorino,CON,0,3
Ulster,Woodstock 5,Governor,,Rob Astorino,CON,0,2
Ulster,Woodstock 6,Governor,,Rob Astorino,CON,1,14
Ulster,Woodstock 7,Governor,,Rob Astorino,CON,1,6
Ulster,Woodstock 8,Governor,,Rob Astorino,CON,0,2
Ulster,Woodstock 9,Governor,,Rob Astorino,CON,0,9
Ulster,TOTAL,Governor,,Rob Astorino,CON,257,4055
Ulster,Kingston Ward 1 -1,Governor,,Andrew M. Cuomo,WOR,0,3
Ulster,Kingston Ward 1 -2,Governor,,Andrew M. Cuomo,WOR,1,14
Ulster,Kingston Ward 1 -3,Governor,,Andrew M. Cuomo,WOR,0,21
Ulster,Kingston Ward 2 -1,Governor,,Andrew M. Cuomo,WOR,1,22
Ulster,Kingston Ward 2 -2,Governor,,Andrew M. Cuomo,WOR,0,2
Ulster,Kingston Ward 2 -3,Governor,,Andrew M. Cuomo,WOR,1,15
Ulster,Kingston Ward 3 -1,Governor,,Andrew M. Cuomo,WOR,1,15
Ulster,Kingston Ward 3 -2,Governor,,Andrew M. Cuomo,WOR,2,15
Ulster,Kingston Ward 3 -3,Governor,,Andrew M. Cuomo,WOR,1,12
Ulster,Kingston Ward 4 -1,Governor,,Andrew M. Cuomo,WOR,0,8
Ulster,Kingston Ward 4 -2,Governor,,Andrew M. Cuomo,WOR,0,7
Ulster,Kingston Ward 5 -1,Governor,,Andrew M. Cuomo,WOR,1,11
Ulster,Kingston Ward 5 -2,Governor,,Andrew M. Cuomo,WOR,1,10
Ulster,Kingston Ward 5 -3,Governor,,Andrew M. Cuomo,WOR,0,1
Ulster,Kingston Ward 6 -1,Governor,,Andrew M. Cuomo,WOR,0,15
Ulster,Kingston Ward 6 -2,Governor,,Andrew M. Cuomo,WOR,1,5
Ulster,Kingston Ward 6 -3,Governor,,Andrew M. Cuomo,WOR,2,17
Ulster,Kingston Ward 7 -1,Governor,,Andrew M. Cuomo,WOR,1,16
Ulster,Kingston Ward 7 -2,Governor,,Andrew M. Cuomo,WOR,1,15
Ulster,Kingston Ward 7 -3,Governor,,Andrew M. Cuomo,WOR,0,10
Ulster,Kingston Ward 8 -1,Governor,,Andrew M. Cuomo,WOR,1,10
Ulster,Kingston Ward 8 -2,Governor,,Andrew M. Cuomo,WOR,1,3
Ulster,Kingston Ward 8 -3,Governor,,Andrew M. Cuomo,WOR,0,8
Ulster,Kingston Ward 9 -1,Governor,,Andrew M. Cuomo,WOR,1,9
Ulster,Kingston Ward 9 -2,Governor,,Andrew M. Cuomo,WOR,0,6
Ulster,Kingston Ward 9 -3,Governor,,Andrew M. Cuomo,WOR,1,13
Ulster,Denning 1,Governor,,Andrew M. Cuomo,WOR,2,1
Ulster,Denning 2,Governor,,Andrew M. Cuomo,WOR,1,1
Ulster,Esopus 1,Governor,,Andrew M. Cuomo,WOR,2,21
Ulster,Esopus 2,Governor,,Andrew M. Cuomo,WOR,0,8
Ulster,Esopus 3,Governor,,Andrew M. Cuomo,WOR,1,13
Ulster,Esopus 4,Governor,,Andrew M. Cuomo,WOR,0,22
Ulster,Esopus 5,Governor,,Andrew M. Cuomo,WOR,1,11
Ulster,Esopus 6,Governor,,Andrew M. Cuomo,WOR,2,17
Ulster,Esopus 7,Governor,,Andrew M. Cuomo,WOR,0,13
Ulster,Gardiner 1,Governor,,Andrew M. Cuomo,WOR,1,17
Ulster,Gardiner 2,Governor,,Andrew M. Cuomo,WOR,1,21
Ulster,Gardiner 3,Governor,,Andrew M. Cuomo,WOR,0,28
Ulster,Gardiner 4,Governor,,Andrew M. Cuomo,WOR,0,13
Ulster,Hardenburgh 1,Governor,,Andrew M. Cuomo,WOR,0,0
Ulster,Hardenburgh 2,Governor,,Andrew M. Cuomo,WOR,1,0
Ulster,Hurley 1,Governor,,Andrew M. Cuomo,WOR,2,6
Ulster,Hurley 2,Governor,,Andrew M. Cuomo,WOR,0,13
Ulster,Hurley 3,Governor,,Andrew M. Cuomo,WOR,2,10
Ulster,Hurley 4,Governor,,Andrew M. Cuomo,WOR,0,12
Ulster,Hurley 5,Governor,,Andrew M. Cuomo,WOR,1,29
Ulster,Hurley 6,Governor,,Andrew M. Cuomo,WOR,2,8
Ulster,Hurley 7,Governor,,Andrew M. Cuomo,WOR,1,19
Ulster,Hurley 8,Governor,,Andrew M. Cuomo,WOR,0,8
Ulster,"Kingston, Town 1",Governor,,Andrew M. Cuomo,WOR,1,13
Ulster,Lloyd 1,Governor,,Andrew M. Cuomo,WOR,1,21
Ulster,Lloyd 2,Governor,,Andrew M. Cuomo,WOR,3,29
Ulster,Lloyd 3,Governor,,Andrew M. Cuomo,WOR,2,10
Ulster,Lloyd 4,Governor,,Andrew M. Cuomo,WOR,0,14
Ulster,Lloyd 5,Governor,,Andrew M. Cuomo,WOR,0,10
Ulster,Lloyd 6,Governor,,Andrew M. Cuomo,WOR,2,11
Ulster,Lloyd 7,Governor,,Andrew M. Cuomo,WOR,1,6
Ulster,Marbletown 1,Governor,,Andrew M. Cuomo,WOR,1,21
Ulster,Marbletown 2,Governor,,Andrew M. Cuomo,WOR,3,24
Ulster,Marbletown 3,Governor,,Andrew M. Cuomo,WOR,0,21
Ulster,Marbletown 4,Governor,,Andrew M. Cuomo,WOR,1,9
Ulster,Marbletown 5,Governor,,Andrew M. Cuomo,WOR,0,20
Ulster,Marbletown 6,Governor,,Andrew M. Cuomo,WOR,4,22
Ulster,Marbletown 7,Governor,,Andrew M. Cuomo,WOR,1,17
Ulster,Marlborough 1,Governor,,Andrew M. Cuomo,WOR,0,7
Ulster,Marlborough 2,Governor,,Andrew M. Cuomo,WOR,0,3
Ulster,Marlborough 3,Governor,,Andrew M. Cuomo,WOR,1,12
Ulster,Marlborough 4,Governor,,Andrew M. Cuomo,WOR,1,13
Ulster,Marlborough 5,Governor,,Andrew M. Cuomo,WOR,0,6
Ulster,Marlborough 6,Governor,,Andrew M. Cuomo,WOR,0,8
Ulster,New Paltz 1,Governor,,Andrew M. Cuomo,WOR,3,48
Ulster,New Paltz 2,Governor,,Andrew M. Cuomo,WOR,1,13
Ulster,New Paltz 3,Governor,,Andrew M. Cuomo,WOR,0,11
Ulster,New Paltz 4,Governor,,Andrew M. Cuomo,WOR,4,40
Ulster,New Paltz 5,Governor,,Andrew M. Cuomo,WOR,1,23
Ulster,New Paltz 6,Governor,,Andrew M. Cuomo,WOR,4,24
Ulster,New Paltz 7,Governor,,Andrew M. Cuomo,WOR,4,36
Ulster,New Paltz 8,Governor,,Andrew M. Cuomo,WOR,0,19
Ulster,New Paltz 9,Governor,,Andrew M. Cuomo,WOR,0,3
Ulster,New Paltz 10,Governor,,Andrew M. Cuomo,WOR,1,13
Ulster,Olive 1,Governor,,Andrew M. Cuomo,WOR,0,20
Ulster,Olive 2,Governor,,Andrew M. Cuomo,WOR,2,17
Ulster,Olive 3,Governor,,Andrew M. Cuomo,WOR,2,6
Ulster,Olive 4,Governor,,Andrew M. Cuomo,WOR,2,18
Ulster,Olive 5,Governor,,Andrew M. Cuomo,WOR,2,22
Ulster,Plattekill 1,Governor,,Andrew M. Cuomo,WOR,0,7
Ulster,Plattekill 2,Governor,,Andrew M. Cuomo,WOR,1,6
Ulster,Plattekill 3,Governor,,Andrew M. Cuomo,WOR,1,14
Ulster,Plattekill 4,Governor,,Andrew M. Cuomo,WOR,0,8
Ulster,Plattekill 5,Governor,,Andrew M. Cuomo,WOR,0,6
Ulster,Plattekill 6,Governor,,Andrew M. Cuomo,WOR,0,9
Ulster,Rochester 1,Governor,,Andrew M. Cuomo,WOR,1,25
Ulster,Rochester 2,Governor,,Andrew M. Cuomo,WOR,0,18
Ulster,Rochester 3,Governor,,Andrew M. Cuomo,WOR,0,9
Ulster,Rochester 4,Governor,,Andrew M. Cuomo,WOR,1,20
Ulster,Rochester 5,Governor,,Andrew M. Cuomo,WOR,1,16
Ulster,Rosendale 1,Governor,,Andrew M. Cuomo,WOR,3,42
Ulster,Rosendale 2,Governor,,Andrew M. Cuomo,WOR,2,26
Ulster,Rosendale 3,Governor,,Andrew M. Cuomo,WOR,2,27
Ulster,Rosendale 4,Governor,,Andrew M. Cuomo,WOR,1,33
Ulster,Rosendale 5,Governor,,Andrew M. Cuomo,WOR,0,31
Ulster,Saugerties 1,Governor,,Andrew M. Cuomo,WOR,0,7
Ulster,Saugerties 2,Governor,,Andrew M. Cuomo,WOR,3,26
Ulster,Saugerties 3,Governor,,Andrew M. Cuomo,WOR,1,9
Ulster,Saugerties 4,Governor,,Andrew M. Cuomo,WOR,2,24
Ulster,Saugerties 5,Governor,,Andrew M. Cuomo,WOR,2,32
Ulster,Saugerties 6,Governor,,Andrew M. Cuomo,WOR,3,12
Ulster,Saugerties 7,Governor,,Andrew M. Cuomo,WOR,1,8
Ulster,Saugerties 8,Governor,,Andrew M. Cuomo,WOR,1,10
Ulster,Saugerties 9,Governor,,Andrew M. Cuomo,WOR,0,16
Ulster,Saugerties 10,Governor,,Andrew M. Cuomo,WOR,1,10
Ulster,Saugerties 11,Governor,,Andrew M. Cuomo,WOR,0,20
Ulster,Saugerties 12,Governor,,Andrew M. Cuomo,WOR,1,15
Ulster,Saugerties 13,Governor,,Andrew M. Cuomo,WOR,1,16
Ulster,Saugerties 14,Governor,,Andrew M. Cuomo,WOR,0,3
Ulster,Saugerties 15,Governor,,Andrew M. Cuomo,WOR,0,15
Ulster,Saugerties 16,Governor,,Andrew M. Cuomo,WOR,2,26
Ulster,Shandaken 1,Governor,,Andrew M. Cuomo,WOR,2,22
Ulster,Shandaken 2,Governor,,Andrew M. Cuomo,WOR,0,6
Ulster,Shandaken 3,Governor,,Andrew M. Cuomo,WOR,1,15
Ulster,Shandaken 4,Governor,,Andrew M. Cuomo,WOR,1,12
Ulster,Shawangunk 1,Governor,,Andrew M. Cuomo,WOR,0,5
Ulster,Shawangunk 2,Governor,,Andrew M. Cuomo,WOR,1,6
Ulster,Shawangunk 3,Governor,,Andrew M. Cuomo,WOR,2,10
Ulster,Shawangunk 4,Governor,,Andrew M. Cuomo,WOR,0,8
Ulster,Shawangunk 5,Governor,,Andrew M. Cuomo,WOR,0,8
Ulster,Shawangunk 6,Governor,,Andrew M. Cuomo,WOR,0,6
Ulster,Shawangunk 7,Governor,,Andrew M. Cuomo,WOR,0,4
Ulster,Ulster 1,Governor,,Andrew M. Cuomo,WOR,0,8
Ulster,Ulster 2,Governor,,Andrew M. Cuomo,WOR,2,9
Ulster,Ulster 3,Governor,,Andrew M. Cuomo,WOR,0,9
Ulster,Ulster 4,Governor,,Andrew M. Cuomo,WOR,1,5
Ulster,Ulster 5,Governor,,Andrew M. Cuomo,WOR,0,4
Ulster,Ulster 6,Governor,,Andrew M. Cuomo,WOR,0,9
Ulster,Ulster 7,Governor,,Andrew M. Cuomo,WOR,0,8
Ulster,Ulster 8,Governor,,Andrew M. Cuomo,WOR,0,7
Ulster,Ulster 9,Governor,,Andrew M. Cuomo,WOR,2,8
Ulster,Ulster 10,Governor,,Andrew M. Cuomo,WOR,0,8
Ulster,Ulster 11,Governor,,Andrew M. Cuomo,WOR,0,9
Ulster,Ulster 12,Governor,,Andrew M. Cuomo,WOR,1,6
Ulster,Ulster 13,Governor,,Andrew M. Cuomo,WOR,0,13
Ulster,Ulster 14,Governor,,Andrew M. Cuomo,WOR,0,2
Ulster,Wawarsing 1,Governor,,Andrew M. Cuomo,WOR,0,4
Ulster,Wawarsing 2,Governor,,Andrew M. Cuomo,WOR,0,6
Ulster,Wawarsing 3,Governor,,Andrew M. Cuomo,WOR,0,4
Ulster,Wawarsing 4,Governor,,Andrew M. Cuomo,WOR,0,6
Ulster,Wawarsing 5,Governor,,Andrew M. Cuomo,WOR,0,2
Ulster,Wawarsing 6,Governor,,Andrew M. Cuomo,WOR,0,5
Ulster,Wawarsing 7,Governor,,Andrew M. Cuomo,WOR,0,3
Ulster,Wawarsing 8,Governor,,Andrew M. Cuomo,WOR,1,5
Ulster,Wawarsing 9,Governor,,Andrew M. Cuomo,WOR,0,4
Ulster,Wawarsing 10,Governor,,Andrew M. Cuomo,WOR,0,13
Ulster,Wawarsing 11,Governor,,Andrew M. Cuomo,WOR,0,2
Ulster,Wawarsing 12,Governor,,Andrew M. Cuomo,WOR,0,3
Ulster,Woodstock 1,Governor,,Andrew M. Cuomo,WOR,4,33
Ulster,Woodstock 2,Governor,,Andrew M. Cuomo,WOR,0,24
Ulster,Woodstock 3,Governor,,Andrew M. Cuomo,WOR,1,40
Ulster,Woodstock 4,Governor,,Andrew M. Cuomo,WOR,1,23
Ulster,Woodstock 5,Governor,,Andrew M. Cuomo,WOR,1,29
Ulster,Woodstock 6,Governor,,Andrew M. Cuomo,WOR,0,27
Ulster,Woodstock 7,Governor,,Andrew M. Cuomo,WOR,2,39
Ulster,Woodstock 8,Governor,,Andrew M. Cuomo,WOR,1,20
Ulster,Woodstock 9,Governor,,Andrew M. Cuomo,WOR,2,31
Ulster,TOTAL,Governor,,Andrew M. Cuomo,WOR,143,2260
Ulster,Kingston Ward 1 -1,Governor,,Andrew M. Cuomo,IND,1,3
Ulster,Kingston Ward 1 -2,Governor,,Andrew M. Cuomo,IND,3,15
Ulster,Kingston Ward 1 -3,Governor,,Andrew M. Cuomo,IND,2,6
Ulster,Kingston Ward 2 -1,Governor,,Andrew M. Cuomo,IND,0,7
Ulster,Kingston Ward 2 -2,Governor,,Andrew M. Cuomo,IND,1,3
Ulster,Kingston Ward 2 -3,Governor,,Andrew M. Cuomo,IND,0,8
Ulster,Kingston Ward 3 -1,Governor,,Andrew M. Cuomo,IND,3,17
Ulster,Kingston Ward 3 -2,Governor,,Andrew M. Cuomo,IND,0,4
Ulster,Kingston Ward 3 -3,Governor,,Andrew M. Cuomo,IND,1,3
Ulster,Kingston Ward 4 -1,Governor,,Andrew M. Cuomo,IND,0,6
Ulster,Kingston Ward 4 -2,Governor,,Andrew M. Cuomo,IND,0,0
Ulster,Kingston Ward 5 -1,Governor,,Andrew M. Cuomo,IND,1,3
Ulster,Kingston Ward 5 -2,Governor,,Andrew M. Cuomo,IND,1,4
Ulster,Kingston Ward 5 -3,Governor,,Andrew M. Cuomo,IND,1,2
Ulster,Kingston Ward 6 -1,Governor,,Andrew M. Cuomo,IND,0,11
Ulster,Kingston Ward 6 -2,Governor,,Andrew M. Cuomo,IND,0,0
Ulster,Kingston Ward 6 -3,Governor,,Andrew M. Cuomo,IND,3,4
Ulster,Kingston Ward 7 -1,Governor,,Andrew M. Cuomo,IND,0,13
Ulster,Kingston Ward 7 -2,Governor,,Andrew M. Cuomo,IND,1,8
Ulster,Kingston Ward 7 -3,Governor,,Andrew M. Cuomo,IND,0,6
Ulster,Kingston Ward 8 -1,Governor,,Andrew M. Cuomo,IND,0,4
Ulster,Kingston Ward 8 -2,Governor,,Andrew M. Cuomo,IND,0,3
Ulster,Kingston Ward 8 -3,Governor,,Andrew M. Cuomo,IND,0,6
Ulster,Kingston Ward 9 -1,Governor,,Andrew M. Cuomo,IND,0,8
Ulster,Kingston Ward 9 -2,Governor,,Andrew M. Cuomo,IND,2,6
Ulster,Kingston Ward 9 -3,Governor,,Andrew M. Cuomo,IND,0,7
Ulster,Denning 1,Governor,,Andrew M. Cuomo,IND,2,2
Ulster,Denning 2,Governor,,Andrew M. Cuomo,IND,0,1
Ulster,Esopus 1,Governor,,Andrew M. Cuomo,IND,2,14
Ulster,Esopus 2,Governor,,Andrew M. Cuomo,IND,0,6
Ulster,Esopus 3,Governor,,Andrew M. Cuomo,IND,0,4
Ulster,Esopus 4,Governor,,Andrew M. Cuomo,IND,0,10
Ulster,Esopus 5,Governor,,Andrew M. Cuomo,IND,1,3
Ulster,Esopus 6,Governor,,Andrew M. Cuomo,IND,0,6
Ulster,Esopus 7,Governor,,Andrew M. Cuomo,IND,3,13
Ulster,Gardiner 1,Governor,,Andrew M. Cuomo,IND,0,12
Ulster,Gardiner 2,Governor,,Andrew M. Cuomo,IND,1,8
Ulster,Gardiner 3,Governor,,Andrew M. Cuomo,IND,0,8
Ulster,Gardiner 4,Governor,,Andrew M. Cuomo,IND,0,3
Ulster,Hardenburgh 1,Governor,,Andrew M. Cuomo,IND,0,0
Ulster,Hardenburgh 2,Governor,,Andrew M. Cuomo,IND,0,1
Ulster,Hurley 1,Governor,,Andrew M. Cuomo,IND,0,8
Ulster,Hurley 2,Governor,,Andrew M. Cuomo,IND,3,8
Ulster,Hurley 3,Governor,,Andrew M. Cuomo,IND,1,6
Ulster,Hurley 4,Governor,,Andrew M. Cuomo,IND,0,9
Ulster,Hurley 5,Governor,,Andrew M. Cuomo,IND,0,3
Ulster,Hurley 6,Governor,,Andrew M. Cuomo,IND,0,7
Ulster,Hurley 7,Governor,,Andrew M. Cuomo,IND,0,7
Ulster,Hurley 8,Governor,,Andrew M. Cuomo,IND,1,6
Ulster,"Kingston, Town 1",Governor,,Andrew M. Cuomo,IND,1,4
Ulster,Lloyd 1,Governor,,Andrew M. Cuomo,IND,0,4
Ulster,Lloyd 2,Governor,,Andrew M. Cuomo,IND,0,3
Ulster,Lloyd 3,Governor,,Andrew M. Cuomo,IND,0,2
Ulster,Lloyd 4,Governor,,Andrew M. Cuomo,IND,3,6
Ulster,Lloyd 5,Governor,,Andrew M. Cuomo,IND,0,10
Ulster,Lloyd 6,Governor,,Andrew M. Cuomo,IND,0,3
Ulster,Lloyd 7,Governor,,Andrew M. Cuomo,IND,1,9
Ulster,Marbletown 1,Governor,,Andrew M. Cuomo,IND,0,1
Ulster,Marbletown 2,Governor,,Andrew M. Cuomo,IND,0,3
Ulster,Marbletown 3,Governor,,Andrew M. Cuomo,IND,0,5
Ulster,Marbletown 4,Governor,,Andrew M. Cuomo,IND,1,4
Ulster,Marbletown 5,Governor,,Andrew M. Cuomo,IND,1,4
Ulster,Marbletown 6,Governor,,Andrew M. Cuomo,IND,1,6
Ulster,Marbletown 7,Governor,,Andrew M. Cuomo,IND,1,10
Ulster,Marlborough 1,Governor,,Andrew M. Cuomo,IND,1,10
Ulster,Marlborough 2,Governor,,Andrew M. Cuomo,IND,0,2
Ulster,Marlborough 3,Governor,,Andrew M. Cuomo,IND,2,3
Ulster,Marlborough 4,Governor,,Andrew M. Cuomo,IND,0,16
Ulster,Marlborough 5,Governor,,Andrew M. Cuomo,IND,0,2
Ulster,Marlborough 6,Governor,,Andrew M. Cuomo,IND,1,8
Ulster,New Paltz 1,Governor,,Andrew M. Cuomo,IND,1,4
Ulster,New Paltz 2,Governor,,Andrew M. Cuomo,IND,0,8
Ulster,New Paltz 3,Governor,,Andrew M. Cuomo,IND,0,4
Ulster,New Paltz 4,Governor,,Andrew M. Cuomo,IND,0,6
Ulster,New Paltz 5,Governor,,Andrew M. Cuomo,IND,0,5
Ulster,New Paltz 6,Governor,,Andrew M. Cuomo,IND,0,6
Ulster,New Paltz 7,Governor,,Andrew M. Cuomo,IND,1,6
Ulster,New Paltz 8,Governor,,Andrew M. Cuomo,IND,1,4
Ulster,New Paltz 9,Governor,,Andrew M. Cuomo,IND,0,2
Ulster,New Paltz 10,Governor,,Andrew M. Cuomo,IND,0,4
Ulster,Olive 1,Governor,,Andrew M. Cuomo,IND,0,12
Ulster,Olive 2,Governor,,Andrew M. Cuomo,IND,0,6
Ulster,Olive 3,Governor,,Andrew M. Cuomo,IND,0,1
Ulster,Olive 4,Governor,,Andrew M. Cuomo,IND,0,3
Ulster,Olive 5,Governor,,Andrew M. Cuomo,IND,1,7
Ulster,Plattekill 1,Governor,,Andrew M. Cuomo,IND,0,7
Ulster,Plattekill 2,Governor,,Andrew M. Cuomo,IND,2,6
Ulster,Plattekill 3,Governor,,Andrew M. Cuomo,IND,0,2
Ulster,Plattekill 4,Governor,,Andrew M. Cuomo,IND,0,4
Ulster,Plattekill 5,Governor,,Andrew M. Cuomo,IND,1,9
Ulster,Plattekill 6,Governor,,Andrew M. Cuomo,IND,0,5
Ulster,Rochester 1,Governor,,Andrew M. Cuomo,IND,0,5
Ulster,Rochester 2,Governor,,Andrew M. Cuomo,IND,1,10
Ulster,Rochester 3,Governor,,Andrew M. Cuomo,IND,1,4
Ulster,Rochester 4,Governor,,Andrew M. Cuomo,IND,1,4
Ulster,Rochester 5,Governor,,Andrew M. Cuomo,IND,0,7
Ulster,Rosendale 1,Governor,,Andrew M. Cuomo,IND,0,10
Ulster,Rosendale 2,Governor,,Andrew M. Cuomo,IND,2,12
Ulster,Rosendale 3,Governor,,Andrew M. Cuomo,IND,0,6
Ulster,Rosendale 4,Governor,,Andrew M. Cuomo,IND,0,6
Ulster,Rosendale 5,Governor,,Andrew M. Cuomo,IND,1,8
Ulster,Saugerties 1,Governor,,Andrew M. Cuomo,IND,1,6
Ulster,Saugerties 2,Governor,,Andrew M. Cuomo,IND,0,11
Ulster,Saugerties 3,Governor,,Andrew M. Cuomo,IND,0,5
Ulster,Saugerties 4,Governor,,Andrew M. Cuomo,IND,2,16
Ulster,Saugerties 5,Governor,,Andrew M. Cuomo,IND,0,8
Ulster,Saugerties 6,Governor,,Andrew M. Cuomo,IND,0,10
Ulster,Saugerties 7,Governor,,Andrew M. Cuomo,IND,1,3
Ulster,Saugerties 8,Governor,,Andrew M. Cuomo,IND,1,6
Ulster,Saugerties 9,Governor,,Andrew M. Cuomo,IND,0,0
