county,precinct,office,district,party,candidate,polling_place,absentee_affidavit,votes
Herkimer,Town of Winfield 1 LD 13,U.S. Senate,,CON,Wendy Long,24,1,25
Herkimer,Town of Winfield 2 LD 13,U.S. Senate,,CON,Wendy Long,31,2,33
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. Senate,,REF,Wendy Long,1,1,2
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of Columbia 1 LD 7,U.S. Senate,,REF,Wendy Long,2,0,2
Herkimer,Town of Columbia 2 LD 13,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,Town of Danube 1 LD 14,U.S. Senate,,REF,Wendy Long,3,0,3
Herkimer,Town of Fairfield 1 LD 16,U.S. Senate,,REF,Wendy Long,3,0,3
Herkimer,Town of Frankfort 1 LD 8,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of Frankfort 2 LD 9,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,Town of Frankfort 3 LD 9,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of Frankfort 4 LD 8,U.S. Senate,,REF,Wendy Long,1,1,2
Herkimer,Town of Frankfort 5 LD 8,U.S. Senate,,REF,Wendy Long,2,0,2
Herkimer,Town of Frankfort 6 LD 9,U.S. Senate,,REF,Wendy Long,2,1,3
Herkimer,Town of German Flatts 1 LD 7,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of German Flatts 2 LD 1,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of German Flatts 3 LD 4,U.S. Senate,,REF,Wendy Long,4,0,4
Herkimer,Town of German Flatts 4 LD 5,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,Town of German Flatts 5 LD 6,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,Town of German Flatts 6 LD 6,U.S. Senate,,REF,Wendy Long,2,0,2
Herkimer,Town of German Flatts 7 LD 4,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of German Flatts 8 LD 5,U.S. Senate,,REF,Wendy Long,2,0,2
Herkimer,Town of German Flatts 9 LD 4,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of German Flatts 10 LD 5,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,Town of German Flatts 11 LD 6,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of German Flatts 12 LD 6,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,Town of German Flatts 13 LD 5,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of German Flatts 14 LD 5,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,Town of Herkimer 1 LD 2,U.S. Senate,,REF,Wendy Long,2,0,2
Herkimer,Town of Herkimer 2 LD 2,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,Town of Herkimer 3 LD 2,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of Herkimer 4 LD 2,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,Town of Herkimer 5 LD 1,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of Herkimer 6 LD 3,U.S. Senate,,REF,Wendy Long,2,1,3
Herkimer,Town of Herkimer 7 LD 3,U.S. Senate,,REF,Wendy Long,2,0,2
Herkimer,Town of Herkimer 8 LD 1,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of Herkimer 9 LD 3,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,Town of Litchfield 1 LD 13,U.S. Senate,,REF,Wendy Long,1,1,2
Herkimer,Town of Little Falls 1 LD 14,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,Town of Manheim 1 LD 10,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,Town of Manheim 2 LD 10,U.S. Senate,,REF,Wendy Long,2,0,2
Herkimer,Town of Manheim 3 LD 10,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of Newport 1 LD 17,U.S. Senate,,REF,Wendy Long,3,0,3
Herkimer,Town of Norway 1 LD 16,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of Ohio 1 LD 15,U.S. Senate,,REF,Wendy Long,2,0,2
Herkimer,Town of Russia 1 LD 17,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of Russia 2 LD 15,U.S. Senate,,REF,Wendy Long,2,0,2
Herkimer,Town of Russia 3 LD 17,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of Salisbury 1 LD 16,U.S. Senate,,REF,Wendy Long,2,0,2
Herkimer,Town of Schuyler 1 LD 11,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,Town of Schuyler 2 LD 11,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of Schuyler 3 LD 11,U.S. Senate,,REF,Wendy Long,2,0,2
Herkimer,Town of Stark 1 LD 14,U.S. Senate,,REF,Wendy Long,3,0,3
Herkimer,Town of Warren 1 LD 7,U.S. Senate,,REF,Wendy Long,5,0,5
Herkimer,Town of Webb 1 LD 15,U.S. Senate,,REF,Wendy Long,6,0,6
Herkimer,Town of Webb 2 LD 15,U.S. Senate,,REF,Wendy Long,1,0,1
Herkimer,Town of Winfield 1 LD 13,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,Town of Winfield 2 LD 13,U.S. Senate,,REF,Wendy Long,0,0,0
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. Senate,,GRE,Robin Laverne Wilson,6,1,7
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. Senate,,GRE,Robin Laverne Wilson,12,0,12
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. Senate,,GRE,Robin Laverne Wilson,1,1,2
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. Senate,,GRE,Robin Laverne Wilson,10,0,10
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. Senate,,GRE,Robin Laverne Wilson,9,0,9
Herkimer,Town of Columbia 1 LD 7,U.S. Senate,,GRE,Robin Laverne Wilson,6,0,6
Herkimer,Town of Columbia 2 LD 13,U.S. Senate,,GRE,Robin Laverne Wilson,1,0,1
Herkimer,Town of Danube 1 LD 14,U.S. Senate,,GRE,Robin Laverne Wilson,6,0,6
Herkimer,Town of Fairfield 1 LD 16,U.S. Senate,,GRE,Robin Laverne Wilson,4,2,6
Herkimer,Town of Frankfort 1 LD 8,U.S. Senate,,GRE,Robin Laverne Wilson,6,0,6
Herkimer,Town of Frankfort 2 LD 9,U.S. Senate,,GRE,Robin Laverne Wilson,7,0,7
Herkimer,Town of Frankfort 3 LD 9,U.S. Senate,,GRE,Robin Laverne Wilson,1,0,1
Herkimer,Town of Frankfort 4 LD 8,U.S. Senate,,GRE,Robin Laverne Wilson,1,0,1
Herkimer,Town of Frankfort 5 LD 8,U.S. Senate,,GRE,Robin Laverne Wilson,7,0,7
Herkimer,Town of Frankfort 6 LD 9,U.S. Senate,,GRE,Robin Laverne Wilson,5,0,5
Herkimer,Town of German Flatts 1 LD 7,U.S. Senate,,GRE,Robin Laverne Wilson,6,0,6
Herkimer,Town of German Flatts 2 LD 1,U.S. Senate,,GRE,Robin Laverne Wilson,9,1,10
Herkimer,Town of German Flatts 3 LD 4,U.S. Senate,,GRE,Robin Laverne Wilson,2,1,3
Herkimer,Town of German Flatts 4 LD 5,U.S. Senate,,GRE,Robin Laverne Wilson,3,0,3
Herkimer,Town of German Flatts 5 LD 6,U.S. Senate,,GRE,Robin Laverne Wilson,2,1,3
Herkimer,Town of German Flatts 6 LD 6,U.S. Senate,,GRE,Robin Laverne Wilson,5,1,6
Herkimer,Town of German Flatts 7 LD 4,U.S. Senate,,GRE,Robin Laverne Wilson,3,0,3
Herkimer,Town of German Flatts 8 LD 5,U.S. Senate,,GRE,Robin Laverne Wilson,0,0,0
Herkimer,Town of German Flatts 9 LD 4,U.S. Senate,,GRE,Robin Laverne Wilson,4,0,4
Herkimer,Town of German Flatts 10 LD 5,U.S. Senate,,GRE,Robin Laverne Wilson,3,0,3
Herkimer,Town of German Flatts 11 LD 6,U.S. Senate,,GRE,Robin Laverne Wilson,7,0,7
Herkimer,Town of German Flatts 12 LD 6,U.S. Senate,,GRE,Robin Laverne Wilson,5,0,5
Herkimer,Town of German Flatts 13 LD 5,U.S. Senate,,GRE,Robin Laverne Wilson,3,1,4
Herkimer,Town of German Flatts 14 LD 5,U.S. Senate,,GRE,Robin Laverne Wilson,2,0,2
Herkimer,Town of Herkimer 1 LD 2,U.S. Senate,,GRE,Robin Laverne Wilson,5,0,5
Herkimer,Town of Herkimer 2 LD 2,U.S. Senate,,GRE,Robin Laverne Wilson,4,0,4
Herkimer,Town of Herkimer 3 LD 2,U.S. Senate,,GRE,Robin Laverne Wilson,4,2,6
Herkimer,Town of Herkimer 4 LD 2,U.S. Senate,,GRE,Robin Laverne Wilson,6,0,6
Herkimer,Town of Herkimer 5 LD 1,U.S. Senate,,GRE,Robin Laverne Wilson,8,2,10
Herkimer,Town of Herkimer 6 LD 3,U.S. Senate,,GRE,Robin Laverne Wilson,7,1,8
Herkimer,Town of Herkimer 7 LD 3,U.S. Senate,,GRE,Robin Laverne Wilson,3,1,4
Herkimer,Town of Herkimer 8 LD 1,U.S. Senate,,GRE,Robin Laverne Wilson,6,0,6
Herkimer,Town of Herkimer 9 LD 3,U.S. Senate,,GRE,Robin Laverne Wilson,4,0,4
Herkimer,Town of Litchfield 1 LD 13,U.S. Senate,,GRE,Robin Laverne Wilson,5,1,6
Herkimer,Town of Little Falls 1 LD 14,U.S. Senate,,GRE,Robin Laverne Wilson,8,1,9
Herkimer,Town of Manheim 1 LD 10,U.S. Senate,,GRE,Robin Laverne Wilson,1,0,1
Herkimer,Town of Manheim 2 LD 10,U.S. Senate,,GRE,Robin Laverne Wilson,7,1,8
Herkimer,Town of Manheim 3 LD 10,U.S. Senate,,GRE,Robin Laverne Wilson,4,0,4
Herkimer,Town of Newport 1 LD 17,U.S. Senate,,GRE,Robin Laverne Wilson,13,0,13
Herkimer,Town of Norway 1 LD 16,U.S. Senate,,GRE,Robin Laverne Wilson,8,0,8
Herkimer,Town of Ohio 1 LD 15,U.S. Senate,,GRE,Robin Laverne Wilson,8,0,8
Herkimer,Town of Russia 1 LD 17,U.S. Senate,,GRE,Robin Laverne Wilson,6,0,6
Herkimer,Town of Russia 2 LD 15,U.S. Senate,,GRE,Robin Laverne Wilson,4,0,4
Herkimer,Town of Russia 3 LD 17,U.S. Senate,,GRE,Robin Laverne Wilson,2,0,2
Herkimer,Town of Salisbury 1 LD 16,U.S. Senate,,GRE,Robin Laverne Wilson,12,1,13
Herkimer,Town of Schuyler 1 LD 11,U.S. Senate,,GRE,Robin Laverne Wilson,2,1,3
Herkimer,Town of Schuyler 2 LD 11,U.S. Senate,,GRE,Robin Laverne Wilson,5,0,5
Herkimer,Town of Schuyler 3 LD 11,U.S. Senate,,GRE,Robin Laverne Wilson,1,0,1
Herkimer,Town of Stark 1 LD 14,U.S. Senate,,GRE,Robin Laverne Wilson,5,1,6
Herkimer,Town of Warren 1 LD 7,U.S. Senate,,GRE,Robin Laverne Wilson,5,4,9
Herkimer,Town of Webb 1 LD 15,U.S. Senate,,GRE,Robin Laverne Wilson,16,2,18
Herkimer,Town of Webb 2 LD 15,U.S. Senate,,GRE,Robin Laverne Wilson,0,1,1
Herkimer,Town of Winfield 1 LD 13,U.S. Senate,,GRE,Robin Laverne Wilson,4,1,5
Herkimer,Town of Winfield 2 LD 13,U.S. Senate,,GRE,Robin Laverne Wilson,7,0,7
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. Senate,,LIB,Alex Merced,6,0,6
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. Senate,,LIB,Alex Merced,7,0,7
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. Senate,,LIB,Alex Merced,2,0,2
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. Senate,,LIB,Alex Merced,4,0,4
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. Senate,,LIB,Alex Merced,0,0,0
Herkimer,Town of Columbia 1 LD 7,U.S. Senate,,LIB,Alex Merced,5,0,5
Herkimer,Town of Columbia 2 LD 13,U.S. Senate,,LIB,Alex Merced,2,0,2
Herkimer,Town of Danube 1 LD 14,U.S. Senate,,LIB,Alex Merced,4,0,4
Herkimer,Town of Fairfield 1 LD 16,U.S. Senate,,LIB,Alex Merced,1,0,1
Herkimer,Town of Frankfort 1 LD 8,U.S. Senate,,LIB,Alex Merced,7,0,7
Herkimer,Town of Frankfort 2 LD 9,U.S. Senate,,LIB,Alex Merced,6,1,7
Herkimer,Town of Frankfort 3 LD 9,U.S. Senate,,LIB,Alex Merced,4,1,5
Herkimer,Town of Frankfort 4 LD 8,U.S. Senate,,LIB,Alex Merced,1,0,1
Herkimer,Town of Frankfort 5 LD 8,U.S. Senate,,LIB,Alex Merced,3,0,3
Herkimer,Town of Frankfort 6 LD 9,U.S. Senate,,LIB,Alex Merced,3,0,3
Herkimer,Town of German Flatts 1 LD 7,U.S. Senate,,LIB,Alex Merced,3,0,3
Herkimer,Town of German Flatts 2 LD 1,U.S. Senate,,LIB,Alex Merced,5,0,5
Herkimer,Town of German Flatts 3 LD 4,U.S. Senate,,LIB,Alex Merced,6,0,6
Herkimer,Town of German Flatts 4 LD 5,U.S. Senate,,LIB,Alex Merced,2,0,2
Herkimer,Town of German Flatts 5 LD 6,U.S. Senate,,LIB,Alex Merced,0,0,0
Herkimer,Town of German Flatts 6 LD 6,U.S. Senate,,LIB,Alex Merced,3,0,3
Herkimer,Town of German Flatts 7 LD 4,U.S. Senate,,LIB,Alex Merced,4,0,4
Herkimer,Town of German Flatts 8 LD 5,U.S. Senate,,LIB,Alex Merced,1,0,1
Herkimer,Town of German Flatts 9 LD 4,U.S. Senate,,LIB,Alex Merced,3,0,3
Herkimer,Town of German Flatts 10 LD 5,U.S. Senate,,LIB,Alex Merced,7,1,8
Herkimer,Town of German Flatts 11 LD 6,U.S. Senate,,LIB,Alex Merced,7,0,7
Herkimer,Town of German Flatts 12 LD 6,U.S. Senate,,LIB,Alex Merced,2,0,2
Herkimer,Town of German Flatts 13 LD 5,U.S. Senate,,LIB,Alex Merced,8,0,8
Herkimer,Town of German Flatts 14 LD 5,U.S. Senate,,LIB,Alex Merced,2,0,2
Herkimer,Town of Herkimer 1 LD 2,U.S. Senate,,LIB,Alex Merced,8,0,8
Herkimer,Town of Herkimer 2 LD 2,U.S. Senate,,LIB,Alex Merced,3,1,4
Herkimer,Town of Herkimer 3 LD 2,U.S. Senate,,LIB,Alex Merced,1,0,1
Herkimer,Town of Herkimer 4 LD 2,U.S. Senate,,LIB,Alex Merced,2,0,2
Herkimer,Town of Herkimer 5 LD 1,U.S. Senate,,LIB,Alex Merced,4,0,4
Herkimer,Town of Herkimer 6 LD 3,U.S. Senate,,LIB,Alex Merced,8,0,8
Herkimer,Town of Herkimer 7 LD 3,U.S. Senate,,LIB,Alex Merced,0,0,0
Herkimer,Town of Herkimer 8 LD 1,U.S. Senate,,LIB,Alex Merced,0,0,0
Herkimer,Town of Herkimer 9 LD 3,U.S. Senate,,LIB,Alex Merced,3,1,4
Herkimer,Town of Litchfield 1 LD 13,U.S. Senate,,LIB,Alex Merced,8,0,8
Herkimer,Town of Little Falls 1 LD 14,U.S. Senate,,LIB,Alex Merced,2,0,2
Herkimer,Town of Manheim 1 LD 10,U.S. Senate,,LIB,Alex Merced,0,0,0
Herkimer,Town of Manheim 2 LD 10,U.S. Senate,,LIB,Alex Merced,7,0,7
Herkimer,Town of Manheim 3 LD 10,U.S. Senate,,LIB,Alex Merced,1,0,1
Herkimer,Town of Newport 1 LD 17,U.S. Senate,,LIB,Alex Merced,7,0,7
Herkimer,Town of Norway 1 LD 16,U.S. Senate,,LIB,Alex Merced,1,1,2
Herkimer,Town of Ohio 1 LD 15,U.S. Senate,,LIB,Alex Merced,5,0,5
Herkimer,Town of Russia 1 LD 17,U.S. Senate,,LIB,Alex Merced,9,1,10
Herkimer,Town of Russia 2 LD 15,U.S. Senate,,LIB,Alex Merced,2,0,2
Herkimer,Town of Russia 3 LD 17,U.S. Senate,,LIB,Alex Merced,1,1,2
Herkimer,Town of Salisbury 1 LD 16,U.S. Senate,,LIB,Alex Merced,4,0,4
Herkimer,Town of Schuyler 1 LD 11,U.S. Senate,,LIB,Alex Merced,4,0,4
Herkimer,Town of Schuyler 2 LD 11,U.S. Senate,,LIB,Alex Merced,2,0,2
Herkimer,Town of Schuyler 3 LD 11,U.S. Senate,,LIB,Alex Merced,5,0,5
Herkimer,Town of Stark 1 LD 14,U.S. Senate,,LIB,Alex Merced,5,0,5
Herkimer,Town of Warren 1 LD 7,U.S. Senate,,LIB,Alex Merced,4,1,5
Herkimer,Town of Webb 1 LD 15,U.S. Senate,,LIB,Alex Merced,6,2,8
Herkimer,Town of Webb 2 LD 15,U.S. Senate,,LIB,Alex Merced,0,0,0
Herkimer,Town of Winfield 1 LD 13,U.S. Senate,,LIB,Alex Merced,4,0,4
Herkimer,Town of Winfield 2 LD 13,U.S. Senate,,LIB,Alex Merced,2,0,2
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. Senate,,,Write-ins,,,1
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. Senate,,,Write-ins,,,1
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. Senate,,,Write-ins,,,0
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. Senate,,,Write-ins,,,0
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. Senate,,,Write-ins,,,1
Herkimer,Town of Columbia 1 LD 7,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Columbia 2 LD 13,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Danube 1 LD 14,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Fairfield 1 LD 16,U.S. Senate,,,Write-ins,,,1
Herkimer,Town of Frankfort 1 LD 8,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Frankfort 2 LD 9,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Frankfort 3 LD 9,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Frankfort 4 LD 8,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Frankfort 5 LD 8,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Frankfort 6 LD 9,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of German Flatts 1 LD 7,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of German Flatts 2 LD 1,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of German Flatts 3 LD 4,U.S. Senate,,,Write-ins,,,1
Herkimer,Town of German Flatts 4 LD 5,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of German Flatts 5 LD 6,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of German Flatts 6 LD 6,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of German Flatts 7 LD 4,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of German Flatts 8 LD 5,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of German Flatts 9 LD 4,U.S. Senate,,,Write-ins,,,1
Herkimer,Town of German Flatts 10 LD 5,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of German Flatts 11 LD 6,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of German Flatts 12 LD 6,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of German Flatts 13 LD 5,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of German Flatts 14 LD 5,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Herkimer 1 LD 2,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Herkimer 2 LD 2,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Herkimer 3 LD 2,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Herkimer 4 LD 2,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Herkimer 5 LD 1,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Herkimer 6 LD 3,U.S. Senate,,,Write-ins,,,1
Herkimer,Town of Herkimer 7 LD 3,U.S. Senate,,,Write-ins,,,1
Herkimer,Town of Herkimer 8 LD 1,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Herkimer 9 LD 3,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Litchfield 1 LD 13,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Little Falls 1 LD 14,U.S. Senate,,,Write-ins,,,1
Herkimer,Town of Manheim 1 LD 10,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Manheim 2 LD 10,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Manheim 3 LD 10,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Newport 1 LD 17,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Norway 1 LD 16,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Ohio 1 LD 15,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Russia 1 LD 17,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Russia 2 LD 15,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Russia 3 LD 17,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Salisbury 1 LD 16,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Schuyler 1 LD 11,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Schuyler 2 LD 11,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Schuyler 3 LD 11,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Stark 1 LD 14,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Warren 1 LD 7,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Webb 1 LD 15,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Webb 2 LD 15,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Winfield 1 LD 13,U.S. Senate,,,Write-ins,,,0
Herkimer,Town of Winfield 2 LD 13,U.S. Senate,,,Write-ins,,,0
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. Senate,,,Void,,,0
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. Senate,,,Void,,,0
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. Senate,,,Void,,,0
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. Senate,,,Void,,,0
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. Senate,,,Void,,,0
Herkimer,Town of Columbia 1 LD 7,U.S. Senate,,,Void,,,0
Herkimer,Town of Columbia 2 LD 13,U.S. Senate,,,Void,,,0
Herkimer,Town of Danube 1 LD 14,U.S. Senate,,,Void,,,0
Herkimer,Town of Fairfield 1 LD 16,U.S. Senate,,,Void,,,0
Herkimer,Town of Frankfort 1 LD 8,U.S. Senate,,,Void,,,1
Herkimer,Town of Frankfort 2 LD 9,U.S. Senate,,,Void,,,0
Herkimer,Town of Frankfort 3 LD 9,U.S. Senate,,,Void,,,0
Herkimer,Town of Frankfort 4 LD 8,U.S. Senate,,,Void,,,0
Herkimer,Town of Frankfort 5 LD 8,U.S. Senate,,,Void,,,1
Herkimer,Town of Frankfort 6 LD 9,U.S. Senate,,,Void,,,1
Herkimer,Town of German Flatts 1 LD 7,U.S. Senate,,,Void,,,1
Herkimer,Town of German Flatts 2 LD 1,U.S. Senate,,,Void,,,0
Herkimer,Town of German Flatts 3 LD 4,U.S. Senate,,,Void,,,0
Herkimer,Town of German Flatts 4 LD 5,U.S. Senate,,,Void,,,0
Herkimer,Town of German Flatts 5 LD 6,U.S. Senate,,,Void,,,0
Herkimer,Town of German Flatts 6 LD 6,U.S. Senate,,,Void,,,1
Herkimer,Town of German Flatts 7 LD 4,U.S. Senate,,,Void,,,0
Herkimer,Town of German Flatts 8 LD 5,U.S. Senate,,,Void,,,0
Herkimer,Town of German Flatts 9 LD 4,U.S. Senate,,,Void,,,0
Herkimer,Town of German Flatts 10 LD 5,U.S. Senate,,,Void,,,0
Herkimer,Town of German Flatts 11 LD 6,U.S. Senate,,,Void,,,0
Herkimer,Town of German Flatts 12 LD 6,U.S. Senate,,,Void,,,1
Herkimer,Town of German Flatts 13 LD 5,U.S. Senate,,,Void,,,0
Herkimer,Town of German Flatts 14 LD 5,U.S. Senate,,,Void,,,0
Herkimer,Town of Herkimer 1 LD 2,U.S. Senate,,,Void,,,0
Herkimer,Town of Herkimer 2 LD 2,U.S. Senate,,,Void,,,3
Herkimer,Town of Herkimer 3 LD 2,U.S. Senate,,,Void,,,0
Herkimer,Town of Herkimer 4 LD 2,U.S. Senate,,,Void,,,0
Herkimer,Town of Herkimer 5 LD 1,U.S. Senate,,,Void,,,0
Herkimer,Town of Herkimer 6 LD 3,U.S. Senate,,,Void,,,0
Herkimer,Town of Herkimer 7 LD 3,U.S. Senate,,,Void,,,0
Herkimer,Town of Herkimer 8 LD 1,U.S. Senate,,,Void,,,0
Herkimer,Town of Herkimer 9 LD 3,U.S. Senate,,,Void,,,0
Herkimer,Town of Litchfield 1 LD 13,U.S. Senate,,,Void,,,1
Herkimer,Town of Little Falls 1 LD 14,U.S. Senate,,,Void,,,0
Herkimer,Town of Manheim 1 LD 10,U.S. Senate,,,Void,,,0
Herkimer,Town of Manheim 2 LD 10,U.S. Senate,,,Void,,,0
Herkimer,Town of Manheim 3 LD 10,U.S. Senate,,,Void,,,0
Herkimer,Town of Newport 1 LD 17,U.S. Senate,,,Void,,,0
Herkimer,Town of Norway 1 LD 16,U.S. Senate,,,Void,,,0
Herkimer,Town of Ohio 1 LD 15,U.S. Senate,,,Void,,,0
Herkimer,Town of Russia 1 LD 17,U.S. Senate,,,Void,,,0
Herkimer,Town of Russia 2 LD 15,U.S. Senate,,,Void,,,0
Herkimer,Town of Russia 3 LD 17,U.S. Senate,,,Void,,,0
Herkimer,Town of Salisbury 1 LD 16,U.S. Senate,,,Void,,,2
Herkimer,Town of Schuyler 1 LD 11,U.S. Senate,,,Void,,,0
Herkimer,Town of Schuyler 2 LD 11,U.S. Senate,,,Void,,,0
Herkimer,Town of Schuyler 3 LD 11,U.S. Senate,,,Void,,,0
Herkimer,Town of Stark 1 LD 14,U.S. Senate,,,Void,,,0
Herkimer,Town of Warren 1 LD 7,U.S. Senate,,,Void,,,0
Herkimer,Town of Webb 1 LD 15,U.S. Senate,,,Void,,,1
Herkimer,Town of Webb 2 LD 15,U.S. Senate,,,Void,,,0
Herkimer,Town of Winfield 1 LD 13,U.S. Senate,,,Void,,,0
Herkimer,Town of Winfield 2 LD 13,U.S. Senate,,,Void,,,0
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. Senate,,,Blanks,,,33
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. Senate,,,Blanks,,,33
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. Senate,,,Blanks,,,13
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. Senate,,,Blanks,,,15
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. Senate,,,Blanks,,,28
Herkimer,Town of Columbia 1 LD 7,U.S. Senate,,,Blanks,,,50
Herkimer,Town of Columbia 2 LD 13,U.S. Senate,,,Blanks,,,15
Herkimer,Town of Danube 1 LD 14,U.S. Senate,,,Blanks,,,51
Herkimer,Town of Fairfield 1 LD 16,U.S. Senate,,,Blanks,,,85
