county,precinct,office,district,candidate,party,votes,early_voting,absentee,hand_count
Herkimer,Town of Schuyler 1 LD 11,State Assembly,118,Void,,0,,,
Herkimer,Town of Schuyler 2 LD 11,State Assembly,118,Void,,1,,,
Herkimer,Town of Schuyler 3 LD 11,State Assembly,118,Void,,0,,,
Herkimer,Town of Stark 1 LD 14,State Assembly,118,Void,,0,,,
Herkimer,Town of Webb 1 LD 15,State Assembly,118,Void,,0,,,
Herkimer,Town of Webb 2 LD 15,State Assembly,118,Void,,0,,,
Herkimer,Town of Danube 1 LD 14,State Assembly,118,Write-ins,,2,,,
Herkimer,Town of Fairfield 1 LD 16,State Assembly,118,Write-ins,,2,,,
Herkimer,Town of Herkimer 1 LD 2,State Assembly,118,Write-ins,,3,,,
Herkimer,Town of Herkimer 2 LD 2,State Assembly,118,Write-ins,,0,,,
Herkimer,Town of Herkimer 3 LD 2,State Assembly,118,Write-ins,,1,,,
Herkimer,Town of Herkimer 4 LD 2,State Assembly,118,Write-ins,,1,,,
Herkimer,Town of Herkimer 5 LD 1,State Assembly,118,Write-ins,,5,,,
Herkimer,Town of Herkimer 6 LD 3,State Assembly,118,Write-ins,,5,,,
Herkimer,Town of Herkimer 7 LD 3,State Assembly,118,Write-ins,,2,,,
Herkimer,Town of Herkimer 8 LD 1,State Assembly,118,Write-ins,,10,,,
Herkimer,Town of Herkimer 9 LD 3,State Assembly,118,Write-ins,,2,,,
Herkimer,Town of Manheim 1 LD 10,State Assembly,118,Write-ins,,0,,,
Herkimer,Town of Manheim 2 LD 10,State Assembly,118,Write-ins,,3,,,
Herkimer,Town of Manheim 3 LD 10,State Assembly,118,Write-ins,,0,,,
Herkimer,Town of Newport 1 LD 17,State Assembly,118,Write-ins,,1,,,
Herkimer,Town of Norway 1 LD 16,State Assembly,118,Write-ins,,0,,,
Herkimer,Town of Ohio 1 LD 15,State Assembly,118,Write-ins,,2,,,
Herkimer,Town of Russia 1 LD 17,State Assembly,118,Write-ins,,1,,,
Herkimer,Town of Russia 2 LD 15,State Assembly,118,Write-ins,,0,,,
Herkimer,Town of Russia 3 LD 17,State Assembly,118,Write-ins,,0,,,
Herkimer,Town of Salisbury 1 LD 16,State Assembly,118,Write-ins,,0,,,
Herkimer,Town of Schuyler 1 LD 11,State Assembly,118,Write-ins,,0,,,
Herkimer,Town of Schuyler 2 LD 11,State Assembly,118,Write-ins,,0,,,
Herkimer,Town of Schuyler 3 LD 11,State Assembly,118,Write-ins,,1,,,
Herkimer,Town of Stark 1 LD 14,State Assembly,118,Write-ins,,2,,,
Herkimer,Town of Webb 1 LD 15,State Assembly,118,Write-ins,,5,,,
Herkimer,Town of Webb 2 LD 15,State Assembly,118,Write-ins,,1,,,
Herkimer,Town of Frankfort 1 LD 8,State Assembly,119,Marianne Buttenschon,DEM,191,,,
Herkimer,Town of Frankfort 2 LD 9,State Assembly,119,Marianne Buttenschon,DEM,223,,,
Herkimer,Town of Frankfort 3 LD 9,State Assembly,119,Marianne Buttenschon,DEM,193,,,
Herkimer,Town of Frankfort 4 LD 8,State Assembly,119,Marianne Buttenschon,DEM,199,,,
Herkimer,Town of Frankfort 5 LD 8,State Assembly,119,Marianne Buttenschon,DEM,357,,,
Herkimer,Town of Frankfort 6 LD 9,State Assembly,119,Marianne Buttenschon,DEM,368,,,
Herkimer,Town of Frankfort 1 LD 8,State Assembly,119,Marianne Buttenschon,IND,14,,,
Herkimer,Town of Frankfort 2 LD 9,State Assembly,119,Marianne Buttenschon,IND,19,,,
Herkimer,Town of Frankfort 3 LD 9,State Assembly,119,Marianne Buttenschon,IND,12,,,
Herkimer,Town of Frankfort 4 LD 8,State Assembly,119,Marianne Buttenschon,IND,12,,,
Herkimer,Town of Frankfort 5 LD 8,State Assembly,119,Marianne Buttenschon,IND,19,,,
Herkimer,Town of Frankfort 6 LD 9,State Assembly,119,Marianne Buttenschon,IND,17,,,
Herkimer,Town of Frankfort 1 LD 8,State Assembly,119,John Zielinski,REP,207,,,
Herkimer,Town of Frankfort 2 LD 9,State Assembly,119,John Zielinski,REP,238,,,
Herkimer,Town of Frankfort 3 LD 9,State Assembly,119,John Zielinski,REP,269,,,
Herkimer,Town of Frankfort 4 LD 8,State Assembly,119,John Zielinski,REP,342,,,
Herkimer,Town of Frankfort 5 LD 8,State Assembly,119,John Zielinski,REP,440,,,
Herkimer,Town of Frankfort 6 LD 9,State Assembly,119,John Zielinski,REP,393,,,
Herkimer,Town of Frankfort 1 LD 8,State Assembly,119,Michael Gentile,SAM,0,,,
Herkimer,Town of Frankfort 2 LD 9,State Assembly,119,Michael Gentile,SAM,1,,,
Herkimer,Town of Frankfort 3 LD 9,State Assembly,119,Michael Gentile,SAM,0,,,
Herkimer,Town of Frankfort 4 LD 8,State Assembly,119,Michael Gentile,SAM,1,,,
Herkimer,Town of Frankfort 5 LD 8,State Assembly,119,Michael Gentile,SAM,2,,,
Herkimer,Town of Frankfort 6 LD 9,State Assembly,119,Michael Gentile,SAM,1,,,
Herkimer,Town of Frankfort 1 LD 8,State Assembly,119,Blanks,,27,,,
Herkimer,Town of Frankfort 2 LD 9,State Assembly,119,Blanks,,47,,,
Herkimer,Town of Frankfort 3 LD 9,State Assembly,119,Blanks,,33,,,
Herkimer,Town of Frankfort 4 LD 8,State Assembly,119,Blanks,,29,,,
Herkimer,Town of Frankfort 5 LD 8,State Assembly,119,Blanks,,63,,,
Herkimer,Town of Frankfort 6 LD 9,State Assembly,119,Blanks,,38,,,
Herkimer,Town of Frankfort 1 LD 8,State Assembly,119,Void,,3,,,
Herkimer,Town of Frankfort 2 LD 9,State Assembly,119,Void,,0,,,
Herkimer,Town of Frankfort 3 LD 9,State Assembly,119,Void,,1,,,
Herkimer,Town of Frankfort 4 LD 8,State Assembly,119,Void,,0,,,
Herkimer,Town of Frankfort 5 LD 8,State Assembly,119,Void,,1,,,
Herkimer,Town of Frankfort 6 LD 9,State Assembly,119,Void,,0,,,
Herkimer,Town of Frankfort 1 LD 8,State Assembly,119,Write-ins,,0,,,
Herkimer,Town of Frankfort 2 LD 9,State Assembly,119,Write-ins,,0,,,
Herkimer,Town of Frankfort 3 LD 9,State Assembly,119,Write-ins,,0,,,
Herkimer,Town of Frankfort 4 LD 8,State Assembly,119,Write-ins,,0,,,
Herkimer,Town of Frankfort 5 LD 8,State Assembly,119,Write-ins,,0,,,
Herkimer,Town of Frankfort 6 LD 9,State Assembly,119,Write-ins,,0,,,
