county,precinct,office,district,party,candidate,early_voting,election_day,absentee
Otsego,Oneonta 1,State Senate,51,CON,Peter K. Oberacker,5,26,11
Otsego,Oneonta 2,State Senate,51,CON,Peter K. Oberacker,6,24,4
Otsego,Oneonta  3,State Senate,51,CON,Peter K. Oberacker,5,22,1
Otsego,Oneonta  4,State Senate,51,CON,Peter K. Oberacker,2,20,0
Otsego,Otego 1,State Senate,51,CON,Peter K. Oberacker,3,30,2
Otsego,Otego 2,State Senate,51,CON,Peter K. Oberacker,2,39,1
Otsego,Otsego 1,State Senate,51,CON,Peter K. Oberacker,3,18,6
Otsego,Otsego 2,State Senate,51,CON,Peter K. Oberacker,6,22,6
Otsego,Otsego  3,State Senate,51,CON,Peter K. Oberacker,9,32,3
Otsego,Pittsfield 1,State Senate,51,CON,Peter K. Oberacker,0,15,2
Otsego,Pittsfield 2,State Senate,51,CON,Peter K. Oberacker,0,4,0
Otsego,Plainfield 1,State Senate,51,CON,Peter K. Oberacker,0,22,5
Otsego,Richfield 1,State Senate,51,CON,Peter K. Oberacker,2,24,4
Otsego,Richfield 2,State Senate,51,CON,Peter K. Oberacker,1,27,4
Otsego,Roseboom 1,State Senate,51,CON,Peter K. Oberacker,0,14,1
Otsego,Springfield 1,State Senate,51,CON,Peter K. Oberacker,1,40,4
Otsego,Unadilla 1,State Senate,51,CON,Peter K. Oberacker,1,19,1
Otsego,Unadilla  2,State Senate,51,CON,Peter K. Oberacker,0,22,1
Otsego,Unadilla 3,State Senate,51,CON,Peter K. Oberacker,0,13,4
Otsego,Westford 1,State Senate,51,CON,Peter K. Oberacker,0,34,0
Otsego,Worcester 1,State Senate,51,CON,Peter K. Oberacker,0,24,4
Otsego,Worcester 2,State Senate,51,CON,Peter K. Oberacker,0,17,1
Otsego,Worcester 3,State Senate,51,CON,Peter K. Oberacker,0,17,2
Otsego,Ward 1 1,State Senate,51,,Undervotes,3,10,1
Otsego,Ward 2 1,State Senate,51,,Undervotes,2,6,2
Otsego,Ward 3 1,State Senate,51,,Undervotes,5,5,0
Otsego,Ward 4 1,State Senate,51,,Undervotes,2,3,2
Otsego,Ward 5 1,State Senate,51,,Undervotes,4,5,2
Otsego,Ward 6 1,State Senate,51,,Undervotes,4,15,0
Otsego,Ward 7 1,State Senate,51,,Undervotes,0,6,2
Otsego,Ward 8 1,State Senate,51,,Undervotes,2,11,3
Otsego,Burlington 1,State Senate,51,,Undervotes,1,16,0
Otsego,Butternuts 1,State Senate,51,,Undervotes,0,4,2
Otsego,Butternuts  2,State Senate,51,,Undervotes,0,16,2
Otsego,Cherry Valley 1,State Senate,51,,Undervotes,0,15,2
Otsego,Decatur 1,State Senate,51,,Undervotes,0,6,0
Otsego,Edmeston 1,State Senate,51,,Undervotes,0,20,3
Otsego,Exeter 1,State Senate,51,,Undervotes,0,6,0
Otsego,Hartwick 1,State Senate,51,,Undervotes,4,22,1
Otsego,Hartwick 2,State Senate,51,,Undervotes,1,5,0
Otsego,Laurens  1,State Senate,51,,Undervotes,0,8,1
Otsego,Laurens  2,State Senate,51,,Undervotes,1,7,2
Otsego,Maryland 1,State Senate,51,,Undervotes,0,5,3
Otsego,Maryland  2,State Senate,51,,Undervotes,0,10,2
Otsego,Middlefield 1,State Senate,51,,Undervotes,1,3,1
Otsego,Middlefield 2,State Senate,51,,Undervotes,3,13,0
Otsego,Milford 1,State Senate,51,,Undervotes,2,7,1
Otsego,Milford 2,State Senate,51,,Undervotes,0,15,0
Otsego,Morris 1,State Senate,51,,Undervotes,1,11,1
Otsego,New Lisbon 1,State Senate,51,,Undervotes,2,9,0
Otsego,Oneonta 1,State Senate,51,,Undervotes,0,13,5
Otsego,Oneonta 2,State Senate,51,,Undervotes,3,10,1
Otsego,Oneonta  3,State Senate,51,,Undervotes,2,2,0
Otsego,Oneonta  4,State Senate,51,,Undervotes,4,7,1
Otsego,Otego 1,State Senate,51,,Undervotes,0,7,0
Otsego,Otego 2,State Senate,51,,Undervotes,2,13,0
Otsego,Otsego 1,State Senate,51,,Undervotes,1,10,1
Otsego,Otsego 2,State Senate,51,,Undervotes,3,4,3
Otsego,Otsego  3,State Senate,51,,Undervotes,4,14,3
Otsego,Pittsfield 1,State Senate,51,,Undervotes,0,8,1
Otsego,Pittsfield 2,State Senate,51,,Undervotes,0,4,1
Otsego,Plainfield 1,State Senate,51,,Undervotes,0,9,1
Otsego,Richfield 1,State Senate,51,,Undervotes,0,10,1
Otsego,Richfield 2,State Senate,51,,Undervotes,1,17,3
Otsego,Roseboom 1,State Senate,51,,Undervotes,0,10,2
Otsego,Springfield 1,State Senate,51,,Undervotes,1,14,1
Otsego,Unadilla 1,State Senate,51,,Undervotes,0,8,1
Otsego,Unadilla  2,State Senate,51,,Undervotes,0,13,1
Otsego,Unadilla 3,State Senate,51,,Undervotes,1,4,1
Otsego,Westford 1,State Senate,51,,Undervotes,1,2,0
Otsego,Worcester 1,State Senate,51,,Overvotes,1,2,0
Otsego,Worcester 2,State Senate,51,,Overvotes,0,9,2
Otsego,Worcester 3,State Senate,51,,Overvotes,0,12,0
Otsego,Ward 1 1,State Senate,51,,Overvotes,0,0,0
Otsego,Ward 2 1,State Senate,51,,Overvotes,0,0,0
Otsego,Ward 3 1,State Senate,51,,Overvotes,0,0,0
Otsego,Ward 4 1,State Senate,51,,Overvotes,0,0,0
Otsego,Ward 5 1,State Senate,51,,Overvotes,0,0,0
Otsego,Ward 6 1,State Senate,51,,Overvotes,0,0,0
Otsego,Ward 7 1,State Senate,51,,Overvotes,0,0,0
Otsego,Ward 8 1,State Senate,51,,Overvotes,0,0,0
Otsego,Burlington 1,State Senate,51,,Overvotes,0,0,0
Otsego,Butternuts 1,State Senate,51,,Overvotes,0,0,0
Otsego,Butternuts  2,State Senate,51,,Overvotes,0,0,1
Otsego,Cherry Valley 1,State Senate,51,,Overvotes,0,0,0
Otsego,Decatur 1,State Senate,51,,Overvotes,0,0,0
Otsego,Edmeston 1,State Senate,51,,Overvotes,0,0,0
Otsego,Exeter 1,State Senate,51,,Overvotes,0,0,0
Otsego,Hartwick 1,State Senate,51,,Overvotes,0,1,0
Otsego,Hartwick 2,State Senate,51,,Overvotes,0,0,0
Otsego,Laurens  1,State Senate,51,,Overvotes,0,0,0
Otsego,Laurens  2,State Senate,51,,Overvotes,0,0,0
Otsego,Maryland 1,State Senate,51,,Overvotes,0,0,0
Otsego,Maryland  2,State Senate,51,,Overvotes,0,0,1
Otsego,Middlefield 1,State Senate,51,,Overvotes,0,0,0
Otsego,Middlefield 2,State Senate,51,,Overvotes,0,0,0
Otsego,Milford 1,State Senate,51,,Overvotes,0,0,0
Otsego,Milford 2,State Senate,51,,Overvotes,0,0,0
Otsego,Morris 1,State Senate,51,,Overvotes,0,0,0
Otsego,New Lisbon 1,State Senate,51,,Overvotes,0,0,0
Otsego,Oneonta 1,State Senate,51,,Overvotes,0,0,0
Otsego,Oneonta 2,State Senate,51,,Overvotes,0,0,1
Otsego,Oneonta  3,State Senate,51,,Overvotes,0,0,0
Otsego,Oneonta  4,State Senate,51,,Overvotes,0,0,0
Otsego,Otego 1,State Senate,51,,Overvotes,0,0,0
Otsego,Otego 2,State Senate,51,,Overvotes,0,1,0
Otsego,Otsego 1,State Senate,51,,Overvotes,1,0,0
Otsego,Otsego 2,State Senate,51,,Overvotes,0,0,0
Otsego,Otsego  3,State Senate,51,,Overvotes,0,0,0
Otsego,Pittsfield 1,State Senate,51,,Overvotes,0,0,0
Otsego,Pittsfield 2,State Senate,51,,Overvotes,0,0,0
Otsego,Plainfield 1,State Senate,51,,Overvotes,0,0,0
Otsego,Richfield 1,State Senate,51,,Overvotes,0,0,0
Otsego,Richfield 2,State Senate,51,,Overvotes,0,0,0
Otsego,Roseboom 1,State Senate,51,,Overvotes,0,0,0
Otsego,Springfield 1,State Senate,51,,Overvotes,0,0,0
Otsego,Unadilla 1,State Senate,51,,Overvotes,0,0,0
Otsego,Unadilla  2,State Senate,51,,Overvotes,0,0,0
Otsego,Unadilla 3,State Senate,51,,Overvotes,0,0,0
Otsego,Westford 1,State Senate,51,,Overvotes,0,0,0
Otsego,Worcester 1,State Senate,51,,Overvotes,0,0,0
Otsego,Worcester 2,State Senate,51,,Overvotes,0,0,0
Otsego,Worcester 3,State Senate,51,,Overvotes,0,0,0
Otsego,Ward 1 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Ward 2 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Ward 3 1,State Senate,51,,Write-Ins,0,3,1
Otsego,Ward 4 1,State Senate,51,,Write-Ins,0,1,0
Otsego,Ward 5 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Ward 6 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Ward 7 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Ward 8 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Burlington 1,State Senate,51,,Write-Ins,1,1,0
Otsego,Butternuts 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Butternuts  2,State Senate,51,,Write-Ins,0,0,0
Otsego,Cherry Valley 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Decatur 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Edmeston 1,State Senate,51,,Write-Ins,0,3,0
Otsego,Exeter 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Hartwick 1,State Senate,51,,Write-Ins,0,15,0
Otsego,Hartwick 2,State Senate,51,,Write-Ins,0,2,0
Otsego,Laurens  1,State Senate,51,,Write-Ins,0,2,0
Otsego,Laurens  2,State Senate,51,,Write-Ins,0,2,0
Otsego,Maryland 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Maryland  2,State Senate,51,,Write-Ins,0,3,1
Otsego,Middlefield 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Middlefield 2,State Senate,51,,Write-Ins,0,4,0
Otsego,Milford 1,State Senate,51,,Write-Ins,0,1,0
Otsego,Milford 2,State Senate,51,,Write-Ins,0,3,0
Otsego,Morris 1,State Senate,51,,Write-Ins,0,0,0
Otsego,New Lisbon 1,State Senate,51,,Write-Ins,1,4,0
Otsego,Oneonta 1,State Senate,51,,Write-Ins,1,1,0
Otsego,Oneonta 2,State Senate,51,,Write-Ins,0,2,0
Otsego,Oneonta  3,State Senate,51,,Write-Ins,1,0,0
Otsego,Oneonta  4,State Senate,51,,Write-Ins,0,0,0
Otsego,Otego 1,State Senate,51,,Write-Ins,0,1,0
Otsego,Otego 2,State Senate,51,,Write-Ins,0,0,0
Otsego,Otsego 1,State Senate,51,,Write-Ins,0,4,0
Otsego,Otsego 2,State Senate,51,,Write-Ins,0,0,0
Otsego,Otsego  3,State Senate,51,,Write-Ins,0,0,0
Otsego,Pittsfield 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Pittsfield 2,State Senate,51,,Write-Ins,0,0,0
Otsego,Plainfield 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Richfield 1,State Senate,51,,Write-Ins,0,1,0
Otsego,Richfield 2,State Senate,51,,Write-Ins,0,3,0
Otsego,Roseboom 1,State Senate,51,,Write-Ins,0,1,0
Otsego,Springfield 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Unadilla 1,State Senate,51,,Write-Ins,0,0,0
Otsego,Unadilla  2,State Senate,51,,Write-Ins,0,0,0
Otsego,Unadilla 3,State Senate,51,,Write-Ins,0,1,0
Otsego,Westford 1,State Senate,51,,Write-Ins,0,5,0
Otsego,Worcester 1,State Senate,51,,Write-Ins,0,2,0
Otsego,Worcester 2,State Senate,51,,Write-Ins,0,0,0
Otsego,Worcester 3,State Senate,51,,Write-Ins,0,0,0
Otsego,Edmeston 1,State Assembly,101,DEM,Matthew Mackey,15,118,15
Otsego,Laurens  1,State Assembly,101,DEM,Matthew Mackey,26,88,23
Otsego,Laurens  2,State Assembly,101,DEM,Matthew Mackey,41,106,19
Otsego,Morris 1,State Assembly,101,DEM,Matthew Mackey,29,146,27
Otsego,Otego 1,State Assembly,101,DEM,Matthew Mackey,11,95,10
Otsego,Otego 2,State Assembly,101,DEM,Matthew Mackey,28,143,21
Otsego,Pittsfield 1,State Assembly,101,DEM,Matthew Mackey,2,87,7
Otsego,Pittsfield 2,State Assembly,101,DEM,Matthew Mackey,1,4,4
Otsego,Edmeston 1,State Assembly,101,REP,Brian M. Maher,4,413,22
Otsego,Laurens  1,State Assembly,101,REP,Brian M. Maher,15,199,14
Otsego,Laurens  2,State Assembly,101,REP,Brian M. Maher,23,254,19
Otsego,Morris 1,State Assembly,101,REP,Brian M. Maher,15,372,18
Otsego,Otego 1,State Assembly,101,REP,Brian M. Maher,21,313,18
Otsego,Otego 2,State Assembly,101,REP,Brian M. Maher,11,323,24
Otsego,Pittsfield 1,State Assembly,101,REP,Brian M. Maher,6,236,12
Otsego,Pittsfield 2,State Assembly,101,REP,Brian M. Maher,2,47,2
Otsego,Edmeston 1,State Assembly,101,CON,Brian M. Maher,2,33,2
Otsego,Laurens  1,State Assembly,101,CON,Brian M. Maher,0,27,0
Otsego,Laurens  2,State Assembly,101,CON,Brian M. Maher,3,20,2
Otsego,Morris 1,State Assembly,101,CON,Brian M. Maher,1,31,1
Otsego,Otego 1,State Assembly,101,CON,Brian M. Maher,3,29,2
Otsego,Otego 2,State Assembly,101,CON,Brian M. Maher,2,40,1
Otsego,Pittsfield 1,State Assembly,101,CON,Brian M. Maher,0,12,0
Otsego,Pittsfield 2,State Assembly,101,CON,Brian M. Maher,0,4,0
Otsego,Edmeston 1,State Assembly,101,WOR,Matthew Mackey,2,16,3
Otsego,Laurens  1,State Assembly,101,WOR,Matthew Mackey,0,14,1
Otsego,Laurens  2,State Assembly,101,WOR,Matthew Mackey,7,13,1
Otsego,Morris 1,State Assembly,101,WOR,Matthew Mackey,6,18,3
Otsego,Otego 1,State Assembly,101,WOR,Matthew Mackey,0,4,2
Otsego,Otego 2,State Assembly,101,WOR,Matthew Mackey,4,20,1
Otsego,Pittsfield 1,State Assembly,101,WOR,Matthew Mackey,0,10,2
Otsego,Pittsfield 2,State Assembly,101,WOR,Matthew Mackey,0,0,0
Otsego,Edmeston 1,State Assembly,101,,Undervotes,0,29,3
Otsego,Laurens  1,State Assembly,101,,Undervotes,0,9,2
Otsego,Laurens  2,State Assembly,101,,Undervotes,0,13,1
Otsego,Morris 1,State Assembly,101,,Undervotes,2,12,2
Otsego,Otego 1,State Assembly,101,,Undervotes,0,17,0
Otsego,Otego 2,State Assembly,101,,Undervotes,1,9,1
Otsego,Pittsfield 1,State Assembly,101,,Undervotes,0,17,2
Otsego,Pittsfield 2,State Assembly,101,,Undervotes,0,3,1
Otsego,Edmeston 1,State Assembly,101,,Overvotes,0,0,0
Otsego,Laurens  1,State Assembly,101,,Overvotes,0,0,0
Otsego,Laurens  2,State Assembly,101,,Overvotes,0,1,0
Otsego,Morris 1,State Assembly,101,,Overvotes,0,1,0
Otsego,Otego 1,State Assembly,101,,Overvotes,0,0,0
Otsego,Otego 2,State Assembly,101,,Overvotes,0,1,0
Otsego,Pittsfield 1,State Assembly,101,,Overvotes,0,0,0
Otsego,Pittsfield 2,State Assembly,101,,Overvotes,0,0,0
Otsego,Edmeston 1,State Assembly,101,,Write-Ins,0,0,0
Otsego,Laurens  1,State Assembly,101,,Write-Ins,0,1,0
Otsego,Laurens  2,State Assembly,101,,Write-Ins,0,1,0
Otsego,Morris 1,State Assembly,101,,Write-Ins,0,0,0
Otsego,Otego 1,State Assembly,101,,Write-Ins,0,0,0
Otsego,Otego 2,State Assembly,101,,Write-Ins,0,0,0
Otsego,Pittsfield 1,State Assembly,101,,Write-Ins,0,0,0
Otsego,Pittsfield 2,State Assembly,101,,Write-Ins,0,0,0
Otsego,Cherry Valley 1,State Assembly,102,DEM,Nicholas S. Chase,22,182,22
Otsego,Decatur 1,State Assembly,102,DEM,Nicholas S. Chase,2,27,5
Otsego,Maryland 1,State Assembly,102,DEM,Nicholas S. Chase,15,54,9
Otsego,Maryland  2,State Assembly,102,DEM,Nicholas S. Chase,15,66,8
Otsego,Middlefield 1,State Assembly,102,DEM,Nicholas S. Chase,100,125,35
Otsego,Middlefield 2,State Assembly,102,DEM,Nicholas S. Chase,77,129,17
Otsego,Otsego 1,State Assembly,102,DEM,Nicholas S. Chase,118,240,42
Otsego,Otsego 2,State Assembly,102,DEM,Nicholas S. Chase,85,186,39
Otsego,Otsego  3,State Assembly,102,DEM,Nicholas S. Chase,78,190,23
Otsego,Roseboom 1,State Assembly,102,DEM,Nicholas S. Chase,18,84,12
Otsego,Springfield 1,State Assembly,102,DEM,Nicholas S. Chase,22,126,23
Otsego,Westford 1,State Assembly,102,DEM,Nicholas S. Chase,18,77,6
Otsego,Worcester 1,State Assembly,102,DEM,Nicholas S. Chase,16,59,8
Otsego,Worcester 2,State Assembly,102,DEM,Nicholas S. Chase,7,31,11
Otsego,Worcester 3,State Assembly,102,DEM,Nicholas S. Chase,11,65,5
Otsego,Cherry Valley 1,State Assembly,102,REP,Christopher Tague,18,248,18
Otsego,Decatur 1,State Assembly,102,REP,Christopher Tague,2,105,4
Otsego,Maryland 1,State Assembly,102,REP,Christopher Tague,10,171,12
Otsego,Maryland  2,State Assembly,102,REP,Christopher Tague,17,284,15
Otsego,Middlefield 1,State Assembly,102,REP,Christopher Tague,10,99,14
Otsego,Middlefield 2,State Assembly,102,REP,Christopher Tague,41,227,19
Otsego,Otsego 1,State Assembly,102,REP,Christopher Tague,18,130,10
Otsego,Otsego 2,State Assembly,102,REP,Christopher Tague,24,164,19
Otsego,Otsego  3,State Assembly,102,REP,Christopher Tague,29,250,22
Otsego,Roseboom 1,State Assembly,102,REP,Christopher Tague,6,169,9
Otsego,Springfield 1,State Assembly,102,REP,Christopher Tague,6,275,18
Otsego,Westford 1,State Assembly,102,REP,Christopher Tague,19,220,10
Otsego,Worcester 1,State Assembly,102,REP,Christopher Tague,2,208,14
Otsego,Worcester 2,State Assembly,102,REP,Christopher Tague,6,149,14
Otsego,Worcester 3,State Assembly,102,REP,Christopher Tague,11,174,27
Otsego,Cherry Valley 1,State Assembly,102,CON,Christopher Tague,0,31,5
Otsego,Decatur 1,State Assembly,102,CON,Christopher Tague,2,16,1
Otsego,Maryland 1,State Assembly,102,CON,Christopher Tague,2,11,0
Otsego,Maryland  2,State Assembly,102,CON,Christopher Tague,0,29,4
Otsego,Middlefield 1,State Assembly,102,CON,Christopher Tague,2,15,1
Otsego,Middlefield 2,State Assembly,102,CON,Christopher Tague,8,20,1
Otsego,Otsego 1,State Assembly,102,CON,Christopher Tague,3,18,2
Otsego,Otsego 2,State Assembly,102,CON,Christopher Tague,6,18,7
Otsego,Otsego  3,State Assembly,102,CON,Christopher Tague,9,32,3
Otsego,Roseboom 1,State Assembly,102,CON,Christopher Tague,0,14,2
Otsego,Springfield 1,State Assembly,102,CON,Christopher Tague,0,36,5
Otsego,Westford 1,State Assembly,102,CON,Christopher Tague,1,32,0
Otsego,Worcester 1,State Assembly,102,CON,Christopher Tague,0,24,4
Otsego,Worcester 2,State Assembly,102,CON,Christopher Tague,0,16,0
Otsego,Worcester 3,State Assembly,102,CON,Christopher Tague,0,15,1
Otsego,Cherry Valley 1,State Assembly,102,,Undervotes,0,15,1
Otsego,Decatur 1,State Assembly,102,,Undervotes,0,11,0
Otsego,Maryland 1,State Assembly,102,,Undervotes,0,14,1
Otsego,Maryland  2,State Assembly,102,,Undervotes,0,16,3
Otsego,Middlefield 1,State Assembly,102,,Undervotes,1,7,1
Otsego,Middlefield 2,State Assembly,102,,Undervotes,7,18,0
Otsego,Otsego 1,State Assembly,102,,Undervotes,2,12,4
Otsego,Otsego 2,State Assembly,102,,Undervotes,6,11,4
Otsego,Otsego  3,State Assembly,102,,Undervotes,5,21,2
Otsego,Roseboom 1,State Assembly,102,,Undervotes,0,13,0
Otsego,Springfield 1,State Assembly,102,,Undervotes,0,19,2
Otsego,Westford 1,State Assembly,102,,Undervotes,1,9,1
Otsego,Worcester 1,State Assembly,102,,Undervotes,1,3,0
Otsego,Worcester 2,State Assembly,102,,Undervotes,0,11,2
Otsego,Worcester 3,State Assembly,102,,Undervotes,0,10,1
Otsego,Cherry Valley 1,State Assembly,102,,Overvotes,0,0,0
Otsego,Decatur 1,State Assembly,102,,Overvotes,0,0,0
Otsego,Maryland 1,State Assembly,102,,Overvotes,0,0,0
Otsego,Maryland  2,State Assembly,102,,Overvotes,0,0,0
Otsego,Middlefield 1,State Assembly,102,,Overvotes,0,0,0
Otsego,Middlefield 2,State Assembly,102,,Overvotes,0,0,0
Otsego,Otsego 1,State Assembly,102,,Overvotes,0,1,0
Otsego,Otsego 2,State Assembly,102,,Overvotes,0,0,0
Otsego,Otsego  3,State Assembly,102,,Overvotes,0,0,0
Otsego,Roseboom 1,State Assembly,102,,Overvotes,0,0,0
Otsego,Springfield 1,State Assembly,102,,Overvotes,0,0,0
Otsego,Westford 1,State Assembly,102,,Overvotes,0,1,0
Otsego,Worcester 1,State Assembly,102,,Overvotes,0,1,0
Otsego,Worcester 2,State Assembly,102,,Overvotes,0,0,0
Otsego,Worcester 3,State Assembly,102,,Overvotes,0,0,0
Otsego,Cherry Valley 1,State Assembly,102,,Write-Ins,0,0,0
Otsego,Decatur 1,State Assembly,102,,Write-Ins,0,0,0
Otsego,Maryland 1,State Assembly,102,,Write-Ins,0,0,0
Otsego,Maryland  2,State Assembly,102,,Write-Ins,0,0,0
Otsego,Middlefield 1,State Assembly,102,,Write-Ins,0,0,0
Otsego,Middlefield 2,State Assembly,102,,Write-Ins,0,1,0
Otsego,Otsego 1,State Assembly,102,,Write-Ins,0,0,0
Otsego,Otsego 2,State Assembly,102,,Write-Ins,0,0,0
Otsego,Otsego  3,State Assembly,102,,Write-Ins,0,0,0
Otsego,Roseboom 1,State Assembly,102,,Write-Ins,0,0,0
Otsego,Springfield 1,State Assembly,102,,Write-Ins,0,0,0
Otsego,Westford 1,State Assembly,102,,Write-Ins,0,0,0
Otsego,Worcester 1,State Assembly,102,,Write-Ins,0,1,0
Otsego,Worcester 2,State Assembly,102,,Write-Ins,0,0,0
Otsego,Worcester 3,State Assembly,102,,Write-Ins,0,0,0
Otsego,Butternuts 1,State Assembly,121,REP,Joe Angelino,4,142,37
Otsego,Butternuts  2,State Assembly,121,REP,Joe Angelino,12,255,54
Otsego,Unadilla 1,State Assembly,121,REP,Joe Angelino,10,291,16
Otsego,Unadilla  2,State Assembly,121,REP,Joe Angelino,15,416,24
Otsego,Unadilla 3,State Assembly,121,REP,Joe Angelino,12,207,10
Otsego,Butternuts 1,State Assembly,121,CON,Joe Angelino,0,20,6
Otsego,Butternuts  2,State Assembly,121,CON,Joe Angelino,1,20,8
Otsego,Unadilla 1,State Assembly,121,CON,Joe Angelino,1,27,1
Otsego,Unadilla  2,State Assembly,121,CON,Joe Angelino,1,29,2
Otsego,Unadilla 3,State Assembly,121,CON,Joe Angelino,0,18,1
Otsego,Butternuts 1,State Assembly,121,,Undervotes,7,42,12
Otsego,Butternuts  2,State Assembly,121,,Undervotes,18,88,33
Otsego,Unadilla 1,State Assembly,121,,Undervotes,13,73,17
Otsego,Unadilla  2,State Assembly,121,,Undervotes,9,111,23
Otsego,Unadilla 3,State Assembly,121,,Undervotes,25,104,16
Otsego,Butternuts 1,State Assembly,121,,Overvotes,0,0,0
Otsego,Butternuts  2,State Assembly,121,,Overvotes,0,0,0
Otsego,Unadilla 1,State Assembly,121,,Overvotes,0,0,0
Otsego,Unadilla  2,State Assembly,121,,Overvotes,0,0,0
Otsego,Unadilla 3,State Assembly,121,,Overvotes,0,0,0
Otsego,Butternuts 1,State Assembly,121,,Write-Ins,0,0,0
Otsego,Butternuts  2,State Assembly,121,,Write-Ins,1,1,0
Otsego,Unadilla 1,State Assembly,121,,Write-Ins,0,1,0
Otsego,Unadilla  2,State Assembly,121,,Write-Ins,1,2,0
Otsego,Unadilla 3,State Assembly,121,,Write-Ins,0,1,0
Otsego,Ward 1 1,State Assembly,122,DEM,Dan Buttermann,141,195,22
Otsego,Ward 2 1,State Assembly,122,DEM,Dan Buttermann,119,162,25
Otsego,Ward 3 1,State Assembly,122,DEM,Dan Buttermann,72,75,25
Otsego,Ward 4 1,State Assembly,122,DEM,Dan Buttermann,70,90,25
Otsego,Ward 5 1,State Assembly,122,DEM,Dan Buttermann,67,99,21
Otsego,Ward 6 1,State Assembly,122,DEM,Dan Buttermann,90,116,37
Otsego,Ward 7 1,State Assembly,122,DEM,Dan Buttermann,66,99,10
Otsego,Ward 8 1,State Assembly,122,DEM,Dan Buttermann,55,92,19
Otsego,Burlington 1,State Assembly,122,DEM,Dan Buttermann,5,97,13
Otsego,Exeter 1,State Assembly,122,DEM,Dan Buttermann,13,71,8
Otsego,Hartwick 1,State Assembly,122,DEM,Dan Buttermann,37,181,18
Otsego,Hartwick 2,State Assembly,122,DEM,Dan Buttermann,28,76,8
Otsego,Milford 1,State Assembly,122,DEM,Dan Buttermann,43,107,18
Otsego,Milford 2,State Assembly,122,DEM,Dan Buttermann,68,175,25
Otsego,New Lisbon 1,State Assembly,122,DEM,Dan Buttermann,18,123,14
Otsego,Oneonta 1,State Assembly,122,DEM,Dan Buttermann,81,193,47
Otsego,Oneonta 2,State Assembly,122,DEM,Dan Buttermann,100,179,32
Otsego,Oneonta  3,State Assembly,122,DEM,Dan Buttermann,78,129,19
Otsego,Oneonta  4,State Assembly,122,DEM,Dan Buttermann,44,96,18
Otsego,Plainfield 1,State Assembly,122,DEM,Dan Buttermann,3,54,7
Otsego,Richfield 1,State Assembly,122,DEM,Dan Buttermann,18,77,12
Otsego,Richfield 2,State Assembly,122,DEM,Dan Buttermann,7,77,7
Otsego,Ward 1 1,State Assembly,122,REP,Brian D. Miller,29,139,9
Otsego,Ward 2 1,State Assembly,122,REP,Brian D. Miller,11,53,8
Otsego,Ward 3 1,State Assembly,122,REP,Brian D. Miller,7,22,5
Otsego,Ward 4 1,State Assembly,122,REP,Brian D. Miller,11,44,3
Otsego,Ward 5 1,State Assembly,122,REP,Brian D. Miller,14,102,12
Otsego,Ward 6 1,State Assembly,122,REP,Brian D. Miller,31,140,26
Otsego,Ward 7 1,State Assembly,122,REP,Brian D. Miller,11,56,10
Otsego,Ward 8 1,State Assembly,122,REP,Brian D. Miller,7,44,7
Otsego,Burlington 1,State Assembly,122,REP,Brian D. Miller,25,292,22
Otsego,Exeter 1,State Assembly,122,REP,Brian D. Miller,9,201,9
Otsego,Hartwick 1,State Assembly,122,REP,Brian D. Miller,13,251,10
Otsego,Hartwick 2,State Assembly,122,REP,Brian D. Miller,32,118,7
Otsego,Milford 1,State Assembly,122,REP,Brian D. Miller,25,201,11
Otsego,Milford 2,State Assembly,122,REP,Brian D. Miller,35,356,24
Otsego,New Lisbon 1,State Assembly,122,REP,Brian D. Miller,13,255,22
Otsego,Oneonta 1,State Assembly,122,REP,Brian D. Miller,30,206,25
Otsego,Oneonta 2,State Assembly,122,REP,Brian D. Miller,43,194,24
Otsego,Oneonta  3,State Assembly,122,REP,Brian D. Miller,18,150,10
Otsego,Oneonta  4,State Assembly,122,REP,Brian D. Miller,27,143,12
Otsego,Plainfield 1,State Assembly,122,REP,Brian D. Miller,4,255,22
Otsego,Richfield 1,State Assembly,122,REP,Brian D. Miller,3,205,27
Otsego,Richfield 2,State Assembly,122,REP,Brian D. Miller,5,292,28
Otsego,Ward 1 1,State Assembly,122,CON,Brian D. Miller,2,18,4
Otsego,Ward 2 1,State Assembly,122,CON,Brian D. Miller,2,8,2
Otsego,Ward 3 1,State Assembly,122,CON,Brian D. Miller,2,7,2
Otsego,Ward 4 1,State Assembly,122,CON,Brian D. Miller,1,3,0
Otsego,Ward 5 1,State Assembly,122,CON,Brian D. Miller,4,10,0
