party,office,county,assembly_district,election_district,district,candidate,votes
Conservative,Surrogate,Richmond,62,31,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,62,31,,RONALD CASTORINA JR.,3
Conservative,Surrogate,Richmond,62,31,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,32,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,62,32,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,32,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,33,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,33,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,33,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,34,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,62,34,,RONALD CASTORINA JR.,3
Conservative,Surrogate,Richmond,62,34,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,35,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,62,35,,RONALD CASTORINA JR.,5
Conservative,Surrogate,Richmond,62,35,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,36,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,62,36,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,36,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,37,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,62,37,,RONALD CASTORINA JR.,4
Conservative,Surrogate,Richmond,62,37,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,38,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,62,38,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,38,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,39,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,62,39,,RONALD CASTORINA JR.,6
Conservative,Surrogate,Richmond,62,39,,WRITE-IN,1
Conservative,Surrogate,Richmond,62,4,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,4,,RONALD CASTORINA JR.,4
Conservative,Surrogate,Richmond,62,4,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,40,,ANTHONY CATALANO,4
Conservative,Surrogate,Richmond,62,40,,RONALD CASTORINA JR.,5
Conservative,Surrogate,Richmond,62,40,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,41,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,41,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,62,41,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,42,,ANTHONY CATALANO,7
Conservative,Surrogate,Richmond,62,42,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,62,42,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,43,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,43,,RONALD CASTORINA JR.,3
Conservative,Surrogate,Richmond,62,43,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,44,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,62,44,,RONALD CASTORINA JR.,3
Conservative,Surrogate,Richmond,62,44,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,45,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,45,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,45,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,46,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,62,46,,RONALD CASTORINA JR.,5
Conservative,Surrogate,Richmond,62,46,,WRITE-IN,1
Conservative,Surrogate,Richmond,62,47,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,62,47,,RONALD CASTORINA JR.,7
Conservative,Surrogate,Richmond,62,47,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,48,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,48,,RONALD CASTORINA JR.,6
Conservative,Surrogate,Richmond,62,48,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,49,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,49,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,49,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,5,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,5,,RONALD CASTORINA JR.,3
Conservative,Surrogate,Richmond,62,5,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,50,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,50,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,62,50,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,51,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,62,51,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,62,51,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,52,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,62,52,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,62,52,,WRITE-IN,1
Conservative,Surrogate,Richmond,62,53,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,53,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,53,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,54,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,54,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,62,54,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,55,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,55,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,62,55,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,56,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,56,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,56,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,57,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,57,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,62,57,,WRITE-IN,1
Conservative,Surrogate,Richmond,62,58,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,62,58,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,62,58,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,59,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,59,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,62,59,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,6,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,6,,RONALD CASTORINA JR.,3
Conservative,Surrogate,Richmond,62,6,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,60,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,60,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,60,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,61,,ANTHONY CATALANO,3
Conservative,Surrogate,Richmond,62,61,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,61,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,62,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,62,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,62,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,63,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,63,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,62,63,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,64,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,62,64,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,62,64,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,65,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,62,65,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,62,65,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,66,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,66,,RONALD CASTORINA JR.,3
Conservative,Surrogate,Richmond,62,66,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,67,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,62,67,,RONALD CASTORINA JR.,5
Conservative,Surrogate,Richmond,62,67,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,68,,ANTHONY CATALANO,3
Conservative,Surrogate,Richmond,62,68,,RONALD CASTORINA JR.,4
Conservative,Surrogate,Richmond,62,68,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,69,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,69,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,62,69,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,7,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,7,,RONALD CASTORINA JR.,6
Conservative,Surrogate,Richmond,62,7,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,70,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,62,70,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,70,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,71,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,62,71,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,71,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,72,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,62,72,,RONALD CASTORINA JR.,3
Conservative,Surrogate,Richmond,62,72,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,73,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,73,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,73,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,74,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,62,74,,RONALD CASTORINA JR.,4
Conservative,Surrogate,Richmond,62,74,,WRITE-IN,1
Conservative,Surrogate,Richmond,62,75,,ANTHONY CATALANO,3
Conservative,Surrogate,Richmond,62,75,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,62,75,,WRITE-IN,2
Conservative,Surrogate,Richmond,62,76,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,76,,RONALD CASTORINA JR.,3
Conservative,Surrogate,Richmond,62,76,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,77,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,77,,RONALD CASTORINA JR.,5
Conservative,Surrogate,Richmond,62,77,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,78,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,62,78,,RONALD CASTORINA JR.,4
Conservative,Surrogate,Richmond,62,78,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,79,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,62,79,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,79,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,8,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,62,8,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,62,8,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,80,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,80,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,80,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,81,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,62,81,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,81,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,82,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,62,82,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,82,,WRITE-IN,1
Conservative,Surrogate,Richmond,62,83,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,83,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,62,83,,WRITE-IN,1
Conservative,Surrogate,Richmond,62,84,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,84,,RONALD CASTORINA JR.,4
Conservative,Surrogate,Richmond,62,84,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,85,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,85,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,62,85,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,86,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,62,86,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,62,86,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,87,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,87,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,62,87,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,88,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,88,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,62,88,,WRITE-IN,0
Conservative,Surrogate,Richmond,62,9,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,62,9,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,62,9,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,1,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,1,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,1,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,10,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,10,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,10,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,11,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,11,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,11,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,12,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,63,12,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,63,12,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,13,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,13,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,63,13,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,14,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,63,14,,RONALD CASTORINA JR.,3
Conservative,Surrogate,Richmond,63,14,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,15,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,15,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,63,15,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,16,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,63,16,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,16,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,17,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,17,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,63,17,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,18,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,63,18,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,18,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,19,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,63,19,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,19,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,2,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,63,2,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,2,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,20,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,20,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,20,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,21,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,63,21,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,21,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,22,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,22,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,63,22,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,23,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,23,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,63,23,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,24,,ANTHONY CATALANO,3
Conservative,Surrogate,Richmond,63,24,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,24,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,25,,ANTHONY CATALANO,5
Conservative,Surrogate,Richmond,63,25,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,25,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,26,,ANTHONY CATALANO,7
Conservative,Surrogate,Richmond,63,26,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,63,26,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,27,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,27,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,27,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,28,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,28,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,28,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,29,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,63,29,,RONALD CASTORINA JR.,3
Conservative,Surrogate,Richmond,63,29,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,3,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,63,3,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,63,3,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,30,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,30,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,30,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,31,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,31,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,31,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,32,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,32,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,32,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,33,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,33,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,63,33,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,34,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,34,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,63,34,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,35,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,35,,RONALD CASTORINA JR.,5
Conservative,Surrogate,Richmond,63,35,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,36,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,36,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,36,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,37,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,63,37,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,37,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,38,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,38,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,38,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,39,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,39,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,39,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,4,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,4,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,4,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,40,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,63,40,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,40,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,41,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,41,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,63,41,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,42,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,42,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,42,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,43,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,43,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,43,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,44,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,44,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,44,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,45,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,45,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,45,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,46,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,63,46,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,46,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,47,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,63,47,,RONALD CASTORINA JR.,3
Conservative,Surrogate,Richmond,63,47,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,48,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,63,48,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,63,48,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,49,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,49,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,63,49,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,5,,ANTHONY CATALANO,1
Conservative,Surrogate,Richmond,63,5,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,63,5,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,50,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,63,50,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,50,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,51,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,51,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,63,51,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,52,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,52,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,52,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,53,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,63,53,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,63,53,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,54,,ANTHONY CATALANO,5
Conservative,Surrogate,Richmond,63,54,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,54,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,55,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,55,,RONALD CASTORINA JR.,4
Conservative,Surrogate,Richmond,63,55,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,56,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,56,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,56,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,57,,ANTHONY CATALANO,7
Conservative,Surrogate,Richmond,63,57,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,63,57,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,58,,ANTHONY CATALANO,3
Conservative,Surrogate,Richmond,63,58,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,58,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,59,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,59,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,63,59,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,6,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,6,,RONALD CASTORINA JR.,6
Conservative,Surrogate,Richmond,63,6,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,60,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,60,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,63,60,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,61,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,61,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,63,61,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,62,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,62,,RONALD CASTORINA JR.,0
Conservative,Surrogate,Richmond,63,62,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,63,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,63,,RONALD CASTORINA JR.,6
Conservative,Surrogate,Richmond,63,63,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,64,,ANTHONY CATALANO,2
Conservative,Surrogate,Richmond,63,64,,RONALD CASTORINA JR.,1
Conservative,Surrogate,Richmond,63,64,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,65,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,65,,RONALD CASTORINA JR.,5
Conservative,Surrogate,Richmond,63,65,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,66,,ANTHONY CATALANO,0
Conservative,Surrogate,Richmond,63,66,,RONALD CASTORINA JR.,2
Conservative,Surrogate,Richmond,63,66,,WRITE-IN,0
Conservative,Surrogate,Richmond,63,67,,ANTHONY CATALANO,2
