county,precinct,office,candidate,party,votes
Onondaga,Lysander 12,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Lysander 12,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Lysander 12,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Lysander 12,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Lysander 16,ATTORNEY GENERAL,Ballots,REF,3
Onondaga,Lysander 16,ATTORNEY GENERAL,Nancy B Sliwa,REF,1
Onondaga,Lysander 16,ATTORNEY GENERAL,Mike Diederich,REF,2
Onondaga,Lysander 16,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Lysander 16,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Lysander 16,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Manlius 01,ATTORNEY GENERAL,Ballots,REF,7
Onondaga,Manlius 01,ATTORNEY GENERAL,Nancy B Sliwa,REF,2
Onondaga,Manlius 01,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Manlius 01,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Manlius 01,ATTORNEY GENERAL,Write-ins,REF,3
Onondaga,Manlius 01,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Manlius 02,ATTORNEY GENERAL,Ballots,REF,9
Onondaga,Manlius 02,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Manlius 02,ATTORNEY GENERAL,Mike Diederich,REF,6
Onondaga,Manlius 02,ATTORNEY GENERAL,Christopher B Garvey,REF,3
Onondaga,Manlius 02,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Manlius 02,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Manlius 04,ATTORNEY GENERAL,Ballots,REF,4
Onondaga,Manlius 04,ATTORNEY GENERAL,Nancy B Sliwa,REF,1
Onondaga,Manlius 04,ATTORNEY GENERAL,Mike Diederich,REF,2
Onondaga,Manlius 04,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Manlius 04,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Manlius 04,ATTORNEY GENERAL,Voids/Blanks,REF,1
Onondaga,Manlius 05,ATTORNEY GENERAL,Ballots,REF,5
Onondaga,Manlius 05,ATTORNEY GENERAL,Nancy B Sliwa,REF,4
Onondaga,Manlius 05,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Manlius 05,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Manlius 05,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Manlius 05,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Manlius 06,ATTORNEY GENERAL,Ballots,REF,0
Onondaga,Manlius 06,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Manlius 06,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Manlius 06,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Manlius 06,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Manlius 06,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Manlius 08,ATTORNEY GENERAL,Ballots,REF,1
Onondaga,Manlius 08,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Manlius 08,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Manlius 08,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Manlius 08,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Manlius 08,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Manlius 09,ATTORNEY GENERAL,Ballots,REF,2
Onondaga,Manlius 09,ATTORNEY GENERAL,Nancy B Sliwa,REF,1
Onondaga,Manlius 09,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Manlius 09,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Manlius 09,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Manlius 09,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Manlius 13,ATTORNEY GENERAL,Ballots,REF,1
Onondaga,Manlius 13,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Manlius 13,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Manlius 13,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Manlius 13,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Manlius 13,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Manlius 14,ATTORNEY GENERAL,Ballots,REF,2
Onondaga,Manlius 14,ATTORNEY GENERAL,Nancy B Sliwa,REF,1
Onondaga,Manlius 14,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Manlius 14,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Manlius 14,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Manlius 14,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Manlius 18,ATTORNEY GENERAL,Ballots,REF,4
Onondaga,Manlius 18,ATTORNEY GENERAL,Nancy B Sliwa,REF,1
Onondaga,Manlius 18,ATTORNEY GENERAL,Mike Diederich,REF,2
Onondaga,Manlius 18,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Manlius 18,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Manlius 18,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Manlius 26,ATTORNEY GENERAL,Ballots,REF,4
Onondaga,Manlius 26,ATTORNEY GENERAL,Nancy B Sliwa,REF,4
Onondaga,Manlius 26,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Manlius 26,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Manlius 26,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Manlius 26,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Manlius 27,ATTORNEY GENERAL,Ballots,REF,0
Onondaga,Manlius 27,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Manlius 27,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Manlius 27,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Manlius 27,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Manlius 27,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Manlius 28,ATTORNEY GENERAL,Ballots,REF,0
Onondaga,Manlius 28,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Manlius 28,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Manlius 28,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Manlius 28,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Manlius 28,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Manlius 31,ATTORNEY GENERAL,Ballots,REF,1
Onondaga,Manlius 31,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Manlius 31,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Manlius 31,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Manlius 31,ATTORNEY GENERAL,Write-ins,REF,1
Onondaga,Manlius 31,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Marcellus 01,ATTORNEY GENERAL,Ballots,REF,4
Onondaga,Marcellus 01,ATTORNEY GENERAL,Nancy B Sliwa,REF,2
Onondaga,Marcellus 01,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Marcellus 01,ATTORNEY GENERAL,Christopher B Garvey,REF,2
Onondaga,Marcellus 01,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Marcellus 01,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Marcellus 03,ATTORNEY GENERAL,Ballots,REF,2
Onondaga,Marcellus 03,ATTORNEY GENERAL,Nancy B Sliwa,REF,2
Onondaga,Marcellus 03,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Marcellus 03,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Marcellus 03,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Marcellus 03,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Onondaga 01,ATTORNEY GENERAL,Ballots,REF,2
Onondaga,Onondaga 01,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Onondaga 01,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Onondaga 01,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Onondaga 01,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Onondaga 01,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Onondaga 02,ATTORNEY GENERAL,Ballots,REF,0
Onondaga,Onondaga 02,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Onondaga 02,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Onondaga 02,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Onondaga 02,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Onondaga 02,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Onondaga 03,ATTORNEY GENERAL,Ballots,REF,5
Onondaga,Onondaga 03,ATTORNEY GENERAL,Nancy B Sliwa,REF,2
Onondaga,Onondaga 03,ATTORNEY GENERAL,Mike Diederich,REF,3
Onondaga,Onondaga 03,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Onondaga 03,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Onondaga 03,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Onondaga 04,ATTORNEY GENERAL,Ballots,REF,2
Onondaga,Onondaga 04,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Onondaga 04,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Onondaga 04,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Onondaga 04,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Onondaga 04,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Onondaga 05,ATTORNEY GENERAL,Ballots,REF,5
Onondaga,Onondaga 05,ATTORNEY GENERAL,Nancy B Sliwa,REF,1
Onondaga,Onondaga 05,ATTORNEY GENERAL,Mike Diederich,REF,3
Onondaga,Onondaga 05,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Onondaga 05,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Onondaga 05,ATTORNEY GENERAL,Voids/Blanks,REF,1
Onondaga,Onondaga 06,ATTORNEY GENERAL,Ballots,REF,1
Onondaga,Onondaga 06,ATTORNEY GENERAL,Nancy B Sliwa,REF,1
Onondaga,Onondaga 06,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Onondaga 06,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Onondaga 06,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Onondaga 06,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Onondaga 09,ATTORNEY GENERAL,Ballots,REF,1
Onondaga,Onondaga 09,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Onondaga 09,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Onondaga 09,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Onondaga 09,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Onondaga 09,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Onondaga 11,ATTORNEY GENERAL,Ballots,REF,0
Onondaga,Onondaga 11,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Onondaga 11,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Onondaga 11,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Onondaga 11,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Onondaga 11,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Onondaga 12,ATTORNEY GENERAL,Ballots,REF,4
Onondaga,Onondaga 12,ATTORNEY GENERAL,Nancy B Sliwa,REF,3
Onondaga,Onondaga 12,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Onondaga 12,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Onondaga 12,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Onondaga 12,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Onondaga 13,ATTORNEY GENERAL,Ballots,REF,1
Onondaga,Onondaga 13,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Onondaga 13,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Onondaga 13,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Onondaga 13,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Onondaga 13,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Onondaga 14,ATTORNEY GENERAL,Ballots,REF,4
Onondaga,Onondaga 14,ATTORNEY GENERAL,Nancy B Sliwa,REF,1
Onondaga,Onondaga 14,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Onondaga 14,ATTORNEY GENERAL,Christopher B Garvey,REF,2
Onondaga,Onondaga 14,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Onondaga 14,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Otisco 01,ATTORNEY GENERAL,Ballots,REF,4
Onondaga,Otisco 01,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Otisco 01,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Otisco 01,ATTORNEY GENERAL,Christopher B Garvey,REF,2
Onondaga,Otisco 01,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Otisco 01,ATTORNEY GENERAL,Voids/Blanks,REF,2
Onondaga,Pompey 01,ATTORNEY GENERAL,Ballots,REF,0
Onondaga,Pompey 01,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Pompey 01,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Pompey 01,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Pompey 01,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Pompey 01,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Pompey 03,ATTORNEY GENERAL,Ballots,REF,4
Onondaga,Pompey 03,ATTORNEY GENERAL,Nancy B Sliwa,REF,3
Onondaga,Pompey 03,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Pompey 03,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Pompey 03,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Pompey 03,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Pompey 04,ATTORNEY GENERAL,Ballots,REF,0
Onondaga,Pompey 04,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Pompey 04,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Pompey 04,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Pompey 04,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Pompey 04,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Pompey 05,ATTORNEY GENERAL,Ballots,REF,1
Onondaga,Pompey 05,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Pompey 05,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Pompey 05,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Pompey 05,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Pompey 05,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Salina - Ward 01 01,ATTORNEY GENERAL,Ballots,REF,0
Onondaga,Salina - Ward 01 01,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Salina - Ward 01 01,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Salina - Ward 01 01,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Salina - Ward 01 01,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Salina - Ward 01 01,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Salina - Ward 01 03,ATTORNEY GENERAL,Ballots,REF,3
Onondaga,Salina - Ward 01 03,ATTORNEY GENERAL,Nancy B Sliwa,REF,1
Onondaga,Salina - Ward 01 03,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Salina - Ward 01 03,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Salina - Ward 01 03,ATTORNEY GENERAL,Write-ins,REF,1
Onondaga,Salina - Ward 01 03,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Salina - Ward 01 06,ATTORNEY GENERAL,Ballots,REF,3
Onondaga,Salina - Ward 01 06,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Salina - Ward 01 06,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Salina - Ward 01 06,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Salina - Ward 01 06,ATTORNEY GENERAL,Write-ins,REF,2
Onondaga,Salina - Ward 01 06,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Salina - Ward 01 14,ATTORNEY GENERAL,Ballots,REF,1
Onondaga,Salina - Ward 01 14,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Salina - Ward 01 14,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Salina - Ward 01 14,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Salina - Ward 01 14,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Salina - Ward 01 14,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Salina - Ward 02 05,ATTORNEY GENERAL,Ballots,REF,6
Onondaga,Salina - Ward 02 05,ATTORNEY GENERAL,Nancy B Sliwa,REF,3
Onondaga,Salina - Ward 02 05,ATTORNEY GENERAL,Mike Diederich,REF,2
Onondaga,Salina - Ward 02 05,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Salina - Ward 02 05,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Salina - Ward 02 05,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Salina - Ward 02 07,ATTORNEY GENERAL,Ballots,REF,7
Onondaga,Salina - Ward 02 07,ATTORNEY GENERAL,Nancy B Sliwa,REF,2
Onondaga,Salina - Ward 02 07,ATTORNEY GENERAL,Mike Diederich,REF,2
Onondaga,Salina - Ward 02 07,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Salina - Ward 02 07,ATTORNEY GENERAL,Write-ins,REF,1
Onondaga,Salina - Ward 02 07,ATTORNEY GENERAL,Voids/Blanks,REF,1
Onondaga,Salina - Ward 03 02,ATTORNEY GENERAL,Ballots,REF,1
Onondaga,Salina - Ward 03 02,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Salina - Ward 03 02,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Salina - Ward 03 02,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Salina - Ward 03 02,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Salina - Ward 03 02,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Salina - Ward 03 15,ATTORNEY GENERAL,Ballots,REF,1
Onondaga,Salina - Ward 03 15,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Salina - Ward 03 15,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Salina - Ward 03 15,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Salina - Ward 03 15,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Salina - Ward 03 15,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Salina - Ward 03 17,ATTORNEY GENERAL,Ballots,REF,0
Onondaga,Salina - Ward 03 17,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Salina - Ward 03 17,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Salina - Ward 03 17,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Salina - Ward 03 17,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Salina - Ward 03 17,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Salina - Ward 03 18,ATTORNEY GENERAL,Ballots,REF,3
Onondaga,Salina - Ward 03 18,ATTORNEY GENERAL,Nancy B Sliwa,REF,1
Onondaga,Salina - Ward 03 18,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Salina - Ward 03 18,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Salina - Ward 03 18,ATTORNEY GENERAL,Write-ins,REF,1
Onondaga,Salina - Ward 03 18,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Salina - Ward 04 10,ATTORNEY GENERAL,Ballots,REF,8
Onondaga,Salina - Ward 04 10,ATTORNEY GENERAL,Nancy B Sliwa,REF,4
Onondaga,Salina - Ward 04 10,ATTORNEY GENERAL,Mike Diederich,REF,2
Onondaga,Salina - Ward 04 10,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Salina - Ward 04 10,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Salina - Ward 04 10,ATTORNEY GENERAL,Voids/Blanks,REF,2
Onondaga,Salina - Ward 04 23,ATTORNEY GENERAL,Ballots,REF,1
Onondaga,Salina - Ward 04 23,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Salina - Ward 04 23,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Salina - Ward 04 23,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Salina - Ward 04 23,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Salina - Ward 04 23,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Skaneateles 01,ATTORNEY GENERAL,Ballots,REF,2
Onondaga,Skaneateles 01,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Skaneateles 01,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Skaneateles 01,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Skaneateles 01,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Skaneateles 01,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Skaneateles 04,ATTORNEY GENERAL,Ballots,REF,4
Onondaga,Skaneateles 04,ATTORNEY GENERAL,Nancy B Sliwa,REF,1
Onondaga,Skaneateles 04,ATTORNEY GENERAL,Mike Diederich,REF,2
Onondaga,Skaneateles 04,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Skaneateles 04,ATTORNEY GENERAL,Write-ins,REF,1
Onondaga,Skaneateles 04,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Skaneateles 05,ATTORNEY GENERAL,Ballots,REF,0
Onondaga,Skaneateles 05,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Skaneateles 05,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Skaneateles 05,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Skaneateles 05,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Skaneateles 05,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Spafford 01,ATTORNEY GENERAL,Ballots,REF,6
Onondaga,Spafford 01,ATTORNEY GENERAL,Nancy B Sliwa,REF,3
Onondaga,Spafford 01,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Spafford 01,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Spafford 01,ATTORNEY GENERAL,Write-ins,REF,1
Onondaga,Spafford 01,ATTORNEY GENERAL,Voids/Blanks,REF,1
Onondaga,Tully 01,ATTORNEY GENERAL,Ballots,REF,1
Onondaga,Tully 01,ATTORNEY GENERAL,Nancy B Sliwa,REF,1
Onondaga,Tully 01,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Tully 01,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Tully 01,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Tully 01,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Van Buren 01,ATTORNEY GENERAL,Ballots,REF,0
Onondaga,Van Buren 01,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Van Buren 01,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Van Buren 01,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Van Buren 01,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Van Buren 01,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Van Buren 02,ATTORNEY GENERAL,Ballots,REF,0
Onondaga,Van Buren 02,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Van Buren 02,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Van Buren 02,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Van Buren 02,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Van Buren 02,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Van Buren 04,ATTORNEY GENERAL,Ballots,REF,3
Onondaga,Van Buren 04,ATTORNEY GENERAL,Nancy B Sliwa,REF,2
Onondaga,Van Buren 04,ATTORNEY GENERAL,Mike Diederich,REF,1
Onondaga,Van Buren 04,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Van Buren 04,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Van Buren 04,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Van Buren 05,ATTORNEY GENERAL,Ballots,REF,1
Onondaga,Van Buren 05,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Van Buren 05,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Van Buren 05,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Van Buren 05,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Van Buren 05,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Van Buren 06,ATTORNEY GENERAL,Ballots,REF,6
Onondaga,Van Buren 06,ATTORNEY GENERAL,Nancy B Sliwa,REF,1
Onondaga,Van Buren 06,ATTORNEY GENERAL,Mike Diederich,REF,3
Onondaga,Van Buren 06,ATTORNEY GENERAL,Christopher B Garvey,REF,1
Onondaga,Van Buren 06,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Van Buren 06,ATTORNEY GENERAL,Voids/Blanks,REF,1
Onondaga,Van Buren 09,ATTORNEY GENERAL,Ballots,REF,0
Onondaga,Van Buren 09,ATTORNEY GENERAL,Nancy B Sliwa,REF,0
Onondaga,Van Buren 09,ATTORNEY GENERAL,Mike Diederich,REF,0
Onondaga,Van Buren 09,ATTORNEY GENERAL,Christopher B Garvey,REF,0
Onondaga,Van Buren 09,ATTORNEY GENERAL,Write-ins,REF,0
Onondaga,Van Buren 09,ATTORNEY GENERAL,Voids/Blanks,REF,0
Onondaga,Syracuse - Ward 01 01,CITY COURT JUDGE,Ballots,REF,5
Onondaga,Syracuse - Ward 01 01,CITY COURT JUDGE,Shadia Tadros,REF,0
Onondaga,Syracuse - Ward 01 01,CITY COURT JUDGE,Jason B Zeigler,REF,1
