candidate,office,district,party,county,precinct,votes,,
Sliwa,Attorney General,,,Genesee,Pembroke 3,2,,
Garvey,Attorney General,,,Genesee,Pembroke 3,4,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 3,127,,
CC Farley,U.S. Senate,,,Genesee,Pembroke 3,218,,
CC Farley,U.S. Senate,,,Genesee,Pembroke 3,35,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 3,6,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 3,5,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 3,1,,
CC Farley,U.S. Senate,,,Genesee,Pembroke 3,1,,
McMurray,U.S. House,27,,Genesee,Pembroke 3,142,,
Collins,U.S. House,27,,Genesee,Pembroke 3,199,,
Collins,U.S. House,27,,Genesee,Pembroke 3,38,,
McMurray,U.S. House,27,,Genesee,Pembroke 3,12,,
Collins,U.S. House,27,,Genesee,Pembroke 3,1,,
McMurray,U.S. House,27,,Genesee,Pembroke 3,3,,
Piegza,U.S. House,27,,Genesee,Pembroke 3,15,,
Seamans,State Senate,61,,Genesee,Pembroke 3,87,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 3,259,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 3,42,,
Seamans,State Senate,61,,Genesee,Pembroke 3,6,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 3,8,,
Seamans,State Senate,61,,Genesee,Pembroke 3,0,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 3,0,,
Hawley,State Assembly,139,,Genesee,Pembroke 3,280,,
Hawley,State Assembly,139,,Genesee,Pembroke 3,43,,
Hawley,State Assembly,139,,Genesee,Pembroke 3,15,,
Hawley,State Assembly,139,,Genesee,Pembroke 3,3,,
Glogowski,State Assembly,139,,Genesee,Pembroke 3,20,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 4,93,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pembroke 4,313,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pembroke 4,55,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Pembroke 4,7,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 4,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 4,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 4,4,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pembroke 4,3,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Pembroke 4,5,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Pembroke 4,23,,
DiNapoli,Comptroller,,,Genesee,Pembroke 4,138,,
Trichter,Comptroller,,,Genesee,Pembroke 4,283,,
Trichter,Comptroller,,,Genesee,Pembroke 4,44,,
Dunlea,Comptroller,,,Genesee,Pembroke 4,3,,
DiNapoli,Comptroller,,,Genesee,Pembroke 4,4,,
DiNapoli,Comptroller,,,Genesee,Pembroke 4,8,,
DiNapoli,Comptroller,,,Genesee,Pembroke 4,3,,
DiNapoli,Comptroller,,,Genesee,Pembroke 4,2,,
Gallaudet ,Comptroller,,,Genesee,Pembroke 4,10,,
James,Attorney General,,,Genesee,Pembroke 4,108,,
Wofford,Attorney General,,,Genesee,Pembroke 4,310,,
Wofford,Attorney General,,,Genesee,Pembroke 4,53,,
Sussman,Attorney General,,,Genesee,Pembroke 4,5,,
James,Attorney General,,,Genesee,Pembroke 4,6,,
James,Attorney General,,,Genesee,Pembroke 4,6,,
Sliwa,Attorney General,,,Genesee,Pembroke 4,1,,
Garvey,Attorney General,,,Genesee,Pembroke 4,10,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 4,139,,
CC Farley,U.S. Senate,,,Genesee,Pembroke 4,282,,
CC Farley,U.S. Senate,,,Genesee,Pembroke 4,49,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 4,6,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 4,9,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 4,8,,
CC Farley,U.S. Senate,,,Genesee,Pembroke 4,5,,
McMurray,U.S. House,27,,Genesee,Pembroke 4,146,,
Collins,U.S. House,27,,Genesee,Pembroke 4,282,,
Collins,U.S. House,27,,Genesee,Pembroke 4,46,,
McMurray,U.S. House,27,,Genesee,Pembroke 4,12,,
Collins,U.S. House,27,,Genesee,Pembroke 4,1,,
McMurray,U.S. House,27,,Genesee,Pembroke 4,10,,
Piegza,U.S. House,27,,Genesee,Pembroke 4,12,,
Seamans,State Senate,61,,Genesee,Pembroke 4,95,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 4,326,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 4,53,,
Seamans,State Senate,61,,Genesee,Pembroke 4,8,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 4,5,,
Seamans,State Senate,61,,Genesee,Pembroke 4,10,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 4,4,,
Hawley,State Assembly,139,,Genesee,Pembroke 4,348,,
Hawley,State Assembly,139,,Genesee,Pembroke 4,56,,
Hawley,State Assembly,139,,Genesee,Pembroke 4,14,,
Hawley,State Assembly,139,,Genesee,Pembroke 4,4,,
Glogowski,State Assembly,139,,Genesee,Pembroke 4,30,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Stafford 1,73,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Stafford 1,205,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Stafford 1,37,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Stafford 1,7,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Stafford 1,0,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Stafford 1,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Stafford 1,1,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Stafford 1,3,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Stafford 1,3,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Stafford 1,31,,
DiNapoli,Comptroller,,,Genesee,Stafford 1,102,,
Trichter,Comptroller,,,Genesee,Stafford 1,192,,
Trichter,Comptroller,,,Genesee,Stafford 1,33,,
Dunlea,Comptroller,,,Genesee,Stafford 1,2,,
DiNapoli,Comptroller,,,Genesee,Stafford 1,5,,
DiNapoli,Comptroller,,,Genesee,Stafford 1,10,,
DiNapoli,Comptroller,,,Genesee,Stafford 1,3,,
DiNapoli,Comptroller,,,Genesee,Stafford 1,2,,
Gallaudet ,Comptroller,,,Genesee,Stafford 1,7,,
James,Attorney General,,,Genesee,Stafford 1,83,,
Wofford,Attorney General,,,Genesee,Stafford 1,205,,
Wofford,Attorney General,,,Genesee,Stafford 1,40,,
Sussman,Attorney General,,,Genesee,Stafford 1,7,,
James,Attorney General,,,Genesee,Stafford 1,2,,
James,Attorney General,,,Genesee,Stafford 1,7,,
Sliwa,Attorney General,,,Genesee,Stafford 1,2,,
Garvey,Attorney General,,,Genesee,Stafford 1,7,,
Gillibrand,U.S. Senate,,,Genesee,Stafford 1,112,,
CC Farley,U.S. Senate,,,Genesee,Stafford 1,183,,
CC Farley,U.S. Senate,,,Genesee,Stafford 1,39,,
Gillibrand,U.S. Senate,,,Genesee,Stafford 1,5,,
Gillibrand,U.S. Senate,,,Genesee,Stafford 1,13,,
Gillibrand,U.S. Senate,,,Genesee,Stafford 1,1,,
CC Farley,U.S. Senate,,,Genesee,Stafford 1,3,,
McMurray,U.S. House,27,,Genesee,Stafford 1,127,,
Collins,U.S. House,27,,Genesee,Stafford 1,171,,
Collins,U.S. House,27,,Genesee,Stafford 1,37,,
McMurray,U.S. House,27,,Genesee,Stafford 1,8,,
Collins,U.S. House,27,,Genesee,Stafford 1,3,,
McMurray,U.S. House,27,,Genesee,Stafford 1,6,,
Piegza,U.S. House,27,,Genesee,Stafford 1,9,,
Seamans,State Senate,61,,Genesee,Stafford 1,90,,
Ranzenhofer ,State Senate,61,,Genesee,Stafford 1,217,,
Ranzenhofer ,State Senate,61,,Genesee,Stafford 1,36,,
Seamans,State Senate,61,,Genesee,Stafford 1,1,,
Ranzenhofer ,State Senate,61,,Genesee,Stafford 1,9,,
Seamans,State Senate,61,,Genesee,Stafford 1,3,,
Ranzenhofer ,State Senate,61,,Genesee,Stafford 1,3,,
Hawley,State Assembly,139,,Genesee,Stafford 1,245,,
Hawley,State Assembly,139,,Genesee,Stafford 1,44,,
Hawley,State Assembly,139,,Genesee,Stafford 1,18,,
Hawley,State Assembly,139,,Genesee,Stafford 1,0,,
Glogowski,State Assembly,139,,Genesee,Stafford 1,26,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Stafford 2,64,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Stafford 2,157,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Stafford 2,21,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Stafford 2,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Stafford 2,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Stafford 2,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Stafford 2,4,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Stafford 2,3,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Stafford 2,4,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Stafford 2,24,,
DiNapoli,Comptroller,,,Genesee,Stafford 2,94,,
Trichter,Comptroller,,,Genesee,Stafford 2,128,,
Trichter,Comptroller,,,Genesee,Stafford 2,21,,
Dunlea,Comptroller,,,Genesee,Stafford 2,3,,
DiNapoli,Comptroller,,,Genesee,Stafford 2,9,,
DiNapoli,Comptroller,,,Genesee,Stafford 2,9,,
DiNapoli,Comptroller,,,Genesee,Stafford 2,4,,
DiNapoli,Comptroller,,,Genesee,Stafford 2,1,,
Gallaudet ,Comptroller,,,Genesee,Stafford 2,7,,
James,Attorney General,,,Genesee,Stafford 2,70,,
Wofford,Attorney General,,,Genesee,Stafford 2,155,,
Wofford,Attorney General,,,Genesee,Stafford 2,24,,
Sussman,Attorney General,,,Genesee,Stafford 2,4,,
James,Attorney General,,,Genesee,Stafford 2,6,,
James,Attorney General,,,Genesee,Stafford 2,7,,
Sliwa,Attorney General,,,Genesee,Stafford 2,1,,
Garvey,Attorney General,,,Genesee,Stafford 2,8,,
Gillibrand,U.S. Senate,,,Genesee,Stafford 2,104,,
CC Farley,U.S. Senate,,,Genesee,Stafford 2,133,,
CC Farley,U.S. Senate,,,Genesee,Stafford 2,26,,
Gillibrand,U.S. Senate,,,Genesee,Stafford 2,8,,
Gillibrand,U.S. Senate,,,Genesee,Stafford 2,5,,
Gillibrand,U.S. Senate,,,Genesee,Stafford 2,6,,
CC Farley,U.S. Senate,,,Genesee,Stafford 2,2,,
McMurray,U.S. House,27,,Genesee,Stafford 2,116,,
Collins,U.S. House,27,,Genesee,Stafford 2,122,,
Collins,U.S. House,27,,Genesee,Stafford 2,22,,
McMurray,U.S. House,27,,Genesee,Stafford 2,6,,
Collins,U.S. House,27,,Genesee,Stafford 2,1,,
McMurray,U.S. House,27,,Genesee,Stafford 2,4,,
Piegza,U.S. House,27,,Genesee,Stafford 2,15,,
Seamans,State Senate,61,,Genesee,Stafford 2,79,,
Ranzenhofer ,State Senate,61,,Genesee,Stafford 2,169,,
Ranzenhofer ,State Senate,61,,Genesee,Stafford 2,25,,
Seamans,State Senate,61,,Genesee,Stafford 2,3,,
Ranzenhofer ,State Senate,61,,Genesee,Stafford 2,5,,
Seamans,State Senate,61,,Genesee,Stafford 2,6,,
Ranzenhofer ,State Senate,61,,Genesee,Stafford 2,2,,
Hawley,State Assembly,139,,Genesee,Stafford 2,196,,
Hawley,State Assembly,139,,Genesee,Stafford 2,26,,
Hawley,State Assembly,139,,Genesee,Stafford 2,14,,
Hawley,State Assembly,139,,Genesee,Stafford 2,1,,
Glogowski,State Assembly,139,,Genesee,Stafford 2,19,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Stafford 3,67,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Stafford 3,227,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Stafford 3,40,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Stafford 3,6,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Stafford 3,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Stafford 3,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Stafford 3,0,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Stafford 3,2,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Stafford 3,4,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Stafford 3,18,,
DiNapoli,Comptroller,,,Genesee,Stafford 3,115,,
Trichter,Comptroller,,,Genesee,Stafford 3,185,,
Trichter,Comptroller,,,Genesee,Stafford 3,34,,
Dunlea,Comptroller,,,Genesee,Stafford 3,3,,
DiNapoli,Comptroller,,,Genesee,Stafford 3,6,,
DiNapoli,Comptroller,,,Genesee,Stafford 3,8,,
DiNapoli,Comptroller,,,Genesee,Stafford 3,0,,
DiNapoli,Comptroller,,,Genesee,Stafford 3,0,,
Gallaudet ,Comptroller,,,Genesee,Stafford 3,4,,
James,Attorney General,,,Genesee,Stafford 3,67,,
Wofford,Attorney General,,,Genesee,Stafford 3,223,,
Wofford,Attorney General,,,Genesee,Stafford 3,38,,
Sussman,Attorney General,,,Genesee,Stafford 3,7,,
James,Attorney General,,,Genesee,Stafford 3,3,,
James,Attorney General,,,Genesee,Stafford 3,5,,
Sliwa,Attorney General,,,Genesee,Stafford 3,0,,
Garvey,Attorney General,,,Genesee,Stafford 3,8,,
Gillibrand,U.S. Senate,,,Genesee,Stafford 3,116,,
CC Farley,U.S. Senate,,,Genesee,Stafford 3,185,,
CC Farley,U.S. Senate,,,Genesee,Stafford 3,36,,
Gillibrand,U.S. Senate,,,Genesee,Stafford 3,8,,
Gillibrand,U.S. Senate,,,Genesee,Stafford 3,7,,
Gillibrand,U.S. Senate,,,Genesee,Stafford 3,4,,
CC Farley,U.S. Senate,,,Genesee,Stafford 3,1,,
McMurray,U.S. House,27,,Genesee,Stafford 3,118,,
Collins,U.S. House,27,,Genesee,Stafford 3,183,,
Collins,U.S. House,27,,Genesee,Stafford 3,32,,
McMurray,U.S. House,27,,Genesee,Stafford 3,12,,
Collins,U.S. House,27,,Genesee,Stafford 3,5,,
McMurray,U.S. House,27,,Genesee,Stafford 3,5,,
Piegza,U.S. House,27,,Genesee,Stafford 3,10,,
Seamans,State Senate,61,,Genesee,Stafford 3,72,,
Ranzenhofer ,State Senate,61,,Genesee,Stafford 3,235,,
Ranzenhofer ,State Senate,61,,Genesee,Stafford 3,35,,
Seamans,State Senate,61,,Genesee,Stafford 3,5,,
Ranzenhofer ,State Senate,61,,Genesee,Stafford 3,7,,
Seamans,State Senate,61,,Genesee,Stafford 3,5,,
Ranzenhofer ,State Senate,61,,Genesee,Stafford 3,1,,
Hawley,State Assembly,139,,Genesee,Stafford 3,277,,
Hawley,State Assembly,139,,Genesee,Stafford 3,37,,
Hawley,State Assembly,139,,Genesee,Stafford 3,16,,
Hawley,State Assembly,139,,Genesee,Stafford 3,3,,
Glogowski,State Assembly,139,,Genesee,Stafford 3,12,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 1-1,112,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 1-1,213,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 1-1,30,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 1-1,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 1-1,0,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 1-1,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 1-1,2,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 1-1,3,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 1-1,5,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 1-1,24,,
DiNapoli,Comptroller,,,Genesee,Ward 1-1,171,,
Trichter,Comptroller,,,Genesee,Ward 1-1,168,,
Trichter,Comptroller,,,Genesee,Ward 1-1,30,,
Dunlea,Comptroller,,,Genesee,Ward 1-1,5,,
DiNapoli,Comptroller,,,Genesee,Ward 1-1,1,,
DiNapoli,Comptroller,,,Genesee,Ward 1-1,5,,
DiNapoli,Comptroller,,,Genesee,Ward 1-1,1,,
DiNapoli,Comptroller,,,Genesee,Ward 1-1,1,,
Gallaudet ,Comptroller,,,Genesee,Ward 1-1,6,,
James,Attorney General,,,Genesee,Ward 1-1,133,,
Wofford,Attorney General,,,Genesee,Ward 1-1,202,,
Wofford,Attorney General,,,Genesee,Ward 1-1,34,,
Sussman,Attorney General,,,Genesee,Ward 1-1,1,,
James,Attorney General,,,Genesee,Ward 1-1,1,,
James,Attorney General,,,Genesee,Ward 1-1,3,,
Sliwa,Attorney General,,,Genesee,Ward 1-1,1,,
Garvey,Attorney General,,,Genesee,Ward 1-1,6,,
Gillibrand,U.S. Senate,,,Genesee,Ward 1-1,178,,
CC Farley,U.S. Senate,,,Genesee,Ward 1-1,176,,
CC Farley,U.S. Senate,,,Genesee,Ward 1-1,29,,
Gillibrand,U.S. Senate,,,Genesee,Ward 1-1,4,,
Gillibrand,U.S. Senate,,,Genesee,Ward 1-1,1,,
Gillibrand,U.S. Senate,,,Genesee,Ward 1-1,2,,
CC Farley,U.S. Senate,,,Genesee,Ward 1-1,2,,
McMurray,U.S. House,27,,Genesee,Ward 1-1,182,,
Collins,U.S. House,27,,Genesee,Ward 1-1,165,,
Collins,U.S. House,27,,Genesee,Ward 1-1,22,,
McMurray,U.S. House,27,,Genesee,Ward 1-1,10,,
Collins,U.S. House,27,,Genesee,Ward 1-1,3,,
McMurray,U.S. House,27,,Genesee,Ward 1-1,4,,
Piegza,U.S. House,27,,Genesee,Ward 1-1,10,,
Seamans,State Senate,61,,Genesee,Ward 1-1,127,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 1-1,228,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 1-1,26,,
Seamans,State Senate,61,,Genesee,Ward 1-1,2,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 1-1,4,,
Seamans,State Senate,61,,Genesee,Ward 1-1,5,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 1-1,1,,
Hawley,State Assembly,139,,Genesee,Ward 1-1,273,,
Hawley,State Assembly,139,,Genesee,Ward 1-1,34,,
Hawley,State Assembly,139,,Genesee,Ward 1-1,15,,
Hawley,State Assembly,139,,Genesee,Ward 1-1,3,,
Glogowski,State Assembly,139,,Genesee,Ward 1-1,29,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 1-2,101,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 1-2,165,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 1-2,13,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 1-2,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 1-2,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 1-2,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 1-2,2,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 1-2,2,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 1-2,1,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 1-2,11,,
DiNapoli,Comptroller,,,Genesee,Ward 1-2,140,,
Trichter,Comptroller,,,Genesee,Ward 1-2,124,,
Trichter,Comptroller,,,Genesee,Ward 1-2,12,,
Dunlea,Comptroller,,,Genesee,Ward 1-2,3,,
DiNapoli,Comptroller,,,Genesee,Ward 1-2,1,,
DiNapoli,Comptroller,,,Genesee,Ward 1-2,4,,
DiNapoli,Comptroller,,,Genesee,Ward 1-2,3,,
DiNapoli,Comptroller,,,Genesee,Ward 1-2,0,,
Gallaudet ,Comptroller,,,Genesee,Ward 1-2,3,,
James,Attorney General,,,Genesee,Ward 1-2,109,,
Wofford,Attorney General,,,Genesee,Ward 1-2,156,,
Wofford,Attorney General,,,Genesee,Ward 1-2,15,,
Sussman,Attorney General,,,Genesee,Ward 1-2,2,,
James,Attorney General,,,Genesee,Ward 1-2,2,,
James,Attorney General,,,Genesee,Ward 1-2,2,,
Sliwa,Attorney General,,,Genesee,Ward 1-2,3,,
Garvey,Attorney General,,,Genesee,Ward 1-2,3,,
Gillibrand,U.S. Senate,,,Genesee,Ward 1-2,129,,
CC Farley,U.S. Senate,,,Genesee,Ward 1-2,140,,
CC Farley,U.S. Senate,,,Genesee,Ward 1-2,18,,
Gillibrand,U.S. Senate,,,Genesee,Ward 1-2,2,,
Gillibrand,U.S. Senate,,,Genesee,Ward 1-2,3,,
Gillibrand,U.S. Senate,,,Genesee,Ward 1-2,4,,
CC Farley,U.S. Senate,,,Genesee,Ward 1-2,1,,
McMurray,U.S. House,27,,Genesee,Ward 1-2,129,,
Collins,U.S. House,27,,Genesee,Ward 1-2,138,,
Collins,U.S. House,27,,Genesee,Ward 1-2,14,,
McMurray,U.S. House,27,,Genesee,Ward 1-2,3,,
Collins,U.S. House,27,,Genesee,Ward 1-2,0,,
McMurray,U.S. House,27,,Genesee,Ward 1-2,3,,
Piegza,U.S. House,27,,Genesee,Ward 1-2,10,,
Seamans,State Senate,61,,Genesee,Ward 1-2,101,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 1-2,173,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 1-2,16,,
Seamans,State Senate,61,,Genesee,Ward 1-2,1,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 1-2,4,,
Seamans,State Senate,61,,Genesee,Ward 1-2,2,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 1-2,0,,
Hawley,State Assembly,139,,Genesee,Ward 1-2,198,,
Hawley,State Assembly,139,,Genesee,Ward 1-2,21,,
Hawley,State Assembly,139,,Genesee,Ward 1-2,12,,
Hawley,State Assembly,139,,Genesee,Ward 1-2,4,,
Glogowski,State Assembly,139,,Genesee,Ward 1-2,16,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 1-3,97,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 1-3,131,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 1-3,10,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 1-3,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 1-3,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 1-3,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 1-3,1,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 1-3,3,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 1-3,3,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 1-3,9,,
DiNapoli,Comptroller,,,Genesee,Ward 1-3,135,,
Trichter,Comptroller,,,Genesee,Ward 1-3,99,,
Trichter,Comptroller,,,Genesee,Ward 1-3,9,,
Dunlea,Comptroller,,,Genesee,Ward 1-3,2,,
DiNapoli,Comptroller,,,Genesee,Ward 1-3,7,,
DiNapoli,Comptroller,,,Genesee,Ward 1-3,5,,
DiNapoli,Comptroller,,,Genesee,Ward 1-3,1,,
DiNapoli,Comptroller,,,Genesee,Ward 1-3,1,,
Gallaudet ,Comptroller,,,Genesee,Ward 1-3,2,,
James,Attorney General,,,Genesee,Ward 1-3,104,,
Wofford,Attorney General,,,Genesee,Ward 1-3,130,,
Wofford,Attorney General,,,Genesee,Ward 1-3,8,,
Sussman,Attorney General,,,Genesee,Ward 1-3,1,,
James,Attorney General,,,Genesee,Ward 1-3,9,,
James,Attorney General,,,Genesee,Ward 1-3,4,,
Sliwa,Attorney General,,,Genesee,Ward 1-3,1,,
Garvey,Attorney General,,,Genesee,Ward 1-3,3,,
Gillibrand,U.S. Senate,,,Genesee,Ward 1-3,130,,
CC Farley,U.S. Senate,,,Genesee,Ward 1-3,110,,
CC Farley,U.S. Senate,,,Genesee,Ward 1-3,10,,
Gillibrand,U.S. Senate,,,Genesee,Ward 1-3,7,,
Gillibrand,U.S. Senate,,,Genesee,Ward 1-3,5,,
Gillibrand,U.S. Senate,,,Genesee,Ward 1-3,0,,
CC Farley,U.S. Senate,,,Genesee,Ward 1-3,1,,
McMurray,U.S. House,27,,Genesee,Ward 1-3,143,,
Collins,U.S. House,27,,Genesee,Ward 1-3,97,,
Collins,U.S. House,27,,Genesee,Ward 1-3,11,,
McMurray,U.S. House,27,,Genesee,Ward 1-3,5,,
Collins,U.S. House,27,,Genesee,Ward 1-3,2,,
McMurray,U.S. House,27,,Genesee,Ward 1-3,2,,
Piegza,U.S. House,27,,Genesee,Ward 1-3,4,,
Seamans,State Senate,61,,Genesee,Ward 1-3,103,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 1-3,138,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 1-3,12,,
Seamans,State Senate,61,,Genesee,Ward 1-3,4,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 1-3,2,,
Seamans,State Senate,61,,Genesee,Ward 1-3,1,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 1-3,3,,
Hawley,State Assembly,139,,Genesee,Ward 1-3,172,,
Hawley,State Assembly,139,,Genesee,Ward 1-3,17,,
Hawley,State Assembly,139,,Genesee,Ward 1-3,20,,
Hawley,State Assembly,139,,Genesee,Ward 1-3,4,,
Glogowski,State Assembly,139,,Genesee,Ward 1-3,24,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 2-1,64,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 2-1,110,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 2-1,15,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 2-1,6,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 2-1,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 2-1,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 2-1,3,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 2-1,1,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 2-1,2,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 2-1,8,,
DiNapoli,Comptroller,,,Genesee,Ward 2-1,82,,
Trichter,Comptroller,,,Genesee,Ward 2-1,92,,
Trichter,Comptroller,,,Genesee,Ward 2-1,15,,
Dunlea,Comptroller,,,Genesee,Ward 2-1,2,,
DiNapoli,Comptroller,,,Genesee,Ward 2-1,5,,
DiNapoli,Comptroller,,,Genesee,Ward 2-1,4,,
DiNapoli,Comptroller,,,Genesee,Ward 2-1,2,,
DiNapoli,Comptroller,,,Genesee,Ward 2-1,2,,
Gallaudet ,Comptroller,,,Genesee,Ward 2-1,5,,
James,Attorney General,,,Genesee,Ward 2-1,77,,
Wofford,Attorney General,,,Genesee,Ward 2-1,97,,
Wofford,Attorney General,,,Genesee,Ward 2-1,20,,
Sussman,Attorney General,,,Genesee,Ward 2-1,2,,
James,Attorney General,,,Genesee,Ward 2-1,2,,
James,Attorney General,,,Genesee,Ward 2-1,3,,
Sliwa,Attorney General,,,Genesee,Ward 2-1,1,,
Garvey,Attorney General,,,Genesee,Ward 2-1,2,,
